en_Subject,en_Predicate,en_Object,Triple_ID
person,presumed,of 18,directive_(eu)_2016_800_en.txt
-,-,to information,directive_(eu)_2016_800_en.txt
they,ensure,of proceedings,directive_(eu)_2016_800_en.txt
also children,ensure,in directive,directive_(eu)_2016_800_en.txt
have holder,provided,in article,directive_(eu)_2016_800_en.txt
information,ensure,national law,directive_(eu)_2016_800_en.txt
letter,ensure,under directive,directive_(eu)_2016_800_en.txt
have holder,.,parental responsibility,directive_(eu)_2016_800_en.txt
child,ensure,of european union,directive_(eu)_2016_800_en.txt
her identity,jeopardise,criminal proceedings,directive_(eu)_2016_800_en.txt
competent authority,designate,to person,directive_(eu)_2016_800_en.txt
person,be,of children,directive_(eu)_2016_800_en.txt
4 which,provided to,parental responsibility,directive_(eu)_2016_800_en.txt
in,affect,right,directive_(eu)_2016_800_en.txt
allow them,ensure,of defence,directive_(eu)_2016_800_en.txt
they,ensure,made aware,directive_(eu)_2016_800_en.txt
they,assisted by,before court,directive_(eu)_2016_800_en.txt
questioned lawyer,include,during able questioning,directive_(eu)_2016_800_en.txt
such procedures,conducted in,of right,directive_(eu)_2016_800_en.txt
suspect person,noted,of crime,directive_(eu)_2016_800_en.txt
member states,respect,under directive,directive_(eu)_2016_800_en.txt
such communication,include,national law,directive_(eu)_2016_800_en.txt
best interests,derogate from,of offence,directive_(eu)_2016_800_en.txt
when they,ensure,b detention,directive_(eu)_2016_800_en.txt
allow child,ensure,before court,directive_(eu)_2016_800_en.txt
where child,postpone,for child,directive_(eu)_2016_800_en.txt
immediate action,derogate from,criminal offence,directive_(eu)_2016_800_en.txt
competent authorities,ensure,into account,directive_(eu)_2016_800_en.txt
decision,taken,judicial review,directive_(eu)_2016_800_en.txt
specific needs,ensure,taken into taken account,directive_(eu)_2016_800_en.txt
who,assessed,criminal proceedings,directive_(eu)_2016_800_en.txt
child,take into,specific that,directive_(eu)_2016_800_en.txt
child,vary depending,individual assessment,directive_(eu)_2016_800_en.txt
specific measure,serve,criminal proceedings,directive_(eu)_2016_800_en.txt
individual assessment,carried,before indictment,directive_(eu)_2016_800_en.txt
individual assessment,presented provided,before court,directive_(eu)_2016_800_en.txt
individual assessments,carried,of child,directive_(eu)_2016_800_en.txt
they,carried,in articles,directive_(eu)_2016_800_en.txt
individual assessment,ensure,criminal updated proceedings,directive_(eu)_2016_800_en.txt
provided it,derogate from,best is compatible interests,directive_(eu)_2016_800_en.txt
who,ensure,mental assessing condition,directive_(eu)_2016_800_en.txt
medical examination,be,possible - invasive physician,directive_(eu)_2016_800_en.txt
results,taken into,against evidence child,directive_(eu)_2016_800_en.txt
specific health indications,carried,in articles,directive_(eu)_2016_800_en.txt
conclusion,recorded in,in writing,directive_(eu)_2016_800_en.txt
medical assistance,provided,-,directive_(eu)_2016_800_en.txt
where carried circumstances,ensure,-,directive_(eu)_2016_800_en.txt
-,article,of questioning,directive_(eu)_2016_800_en.txt
best interests,ensure,of liberty,directive_(eu)_2016_800_en.txt
which,recorded in,written minutes,directive_(eu)_2016_800_en.txt
article,be without,audiovisual recording,directive_(eu)_2016_800_en.txt
deprivation,ensure,of time,directive_(eu)_2016_800_en.txt
due account,taken of,of case,directive_(eu)_2016_800_en.txt
deprivation,ensure,last resort,directive_(eu)_2016_800_en.txt
detention,ensure,by court,directive_(eu)_2016_800_en.txt
which,be subject,judicial authority,directive_(eu)_2016_800_en.txt
decisions,ensure,undue taken delay,directive_(eu)_2016_800_en.txt
competent authorities,ensure,to detention,directive_(eu)_2016_800_en.txt
-,article,of liberty,directive_(eu)_2016_800_en.txt
it,ensure,best interests,directive_(eu)_2016_800_en.txt
who,provide for,with person,directive_(eu)_2016_800_en.txt
this,detained with young,best contrary interests,directive_(eu)_2016_800_en.txt
that,take appropriate,of religion,directive_(eu)_2016_800_en.txt
measures,be proportionate,of detention,directive_(eu)_2016_800_en.txt
points,apply to,than detention,directive_(eu)_2016_800_en.txt
measures,be proportionate,of liberty,directive_(eu)_2016_800_en.txt
that,apply to,such situations,directive_(eu)_2016_800_en.txt
where meeting,endeavour,investigative compatible requirements,directive_(eu)_2016_800_en.txt
paragraph,be without,to article,directive_(eu)_2016_800_en.txt
-,article,of cases,directive_(eu)_2016_800_en.txt
criminal proceedings,take,due diligence,directive_(eu)_2016_800_en.txt
they,take appropriate,that,directive_(eu)_2016_800_en.txt
-,-,of privacy,directive_(eu)_2016_800_en.txt
privacy,ensure,criminal proceedings,directive_(eu)_2016_800_en.txt
ensure records,take appropriate,in article,directive_(eu)_2016_800_en.txt
. member states,encourage,in article,directive_(eu)_2016_800_en.txt
they,ensure,in which,directive_(eu)_2016_800_en.txt
her identity,.,criminal proceedings,directive_(eu)_2016_800_en.txt
competent authority,designate,accompany child,directive_(eu)_2016_800_en.txt
cease child,have,remaining court hearings,directive_(eu)_2016_800_en.txt
b presence,ensure,criminal proceedings,directive_(eu)_2016_800_en.txt
-,-,in person,directive_(eu)_2016_800_en.txt
children,ensure,their views,directive_(eu)_2016_800_en.txt
who,ensure,in directive,directive_(eu)_2016_800_en.txt
who,ensure,executing member state,directive_(eu)_2016_800_en.txt
national law,ensure,19 remedies,directive_(eu)_2016_800_en.txt
who,ensure,under directive,directive_(eu)_2016_800_en.txt
who,ensure,to child,directive_(eu)_2016_800_en.txt
who,take appropriate,specific training,directive_(eu)_2016_800_en.txt
such services,encourage,impartial provided manner,directive_(eu)_2016_800_en.txt
how rights,send,in directive,directive_(eu)_2016_800_en.txt
8 they,meet,medical insurance,directive_(eu)_2016_800_en.txt
which,construed as,of protection,directive_(eu)_2016_800_en.txt
member states,bring into,11 june,directive_(eu)_2016_800_en.txt
they,inform,immediately commission,directive_(eu)_2016_800_en.txt
they,contain,official publication,directive_(eu)_2016_800_en.txt
methods,laid,member states,directive_(eu)_2016_800_en.txt
they,communicate to,covered directive,directive_(eu)_2016_800_en.txt
member states,submit,legislative proposals,directive_(eu)_2016_800_en.txt
directive,enter into,of european union,directive_(eu)_2016_800_en.txt
27 addressees,addressed to,with treaties,directive_(eu)_2016_800_en.txt
-,done at,at strasbourg,directive_(eu)_2016_800_en.txt
-,president,for council,directive_(eu)_2016_800_en.txt
2000 council,directives,criminal matters,directive_2010_64_eu_en.txt
mutual recognition,states,individual rights,directive_2010_64_eu_en.txt
member states,presupposes,criminal justice systems,directive_2010_64_eu_en.txt
which,is,mutual recognition,directive_2010_64_eu_en.txt
also rules,operate,rules,directive_2010_64_eu_en.txt
5 article,enshrine,fair trial,directive_2010_64_eu_en.txt
article,guarantees,of defence,directive_2010_64_eu_en.txt
directive,respects,rights,directive_2010_64_eu_en.txt
1 union,having,of freedom,directive_2010_64_eu_en.txt
mutual recognition,become,individual rights,directive_2010_64_eu_en.txt
-,c,-,directive_2010_64_eu_en.txt
-,position of,7 october,directive_2010_64_eu_en.txt
other issues,-,in area,directive_2010_64_eu_en.txt
that,shown,other member states,directive_2010_64_eu_en.txt
12 directive,relates to,of roadmap,directive_2010_64_eu_en.txt
it,lays,among member states,directive_2010_64_eu_en.txt
13 directive,draws on,9 march,directive_2010_64_eu_en.txt
who,enshrined in,of human rights,directive_2010_64_eu_en.txt
directive,facilitates,in practice,directive_2010_64_eu_en.txt
aim,is,fair trial,directive_2010_64_eu_en.txt
15 rights,apply,for directive,directive_2010_64_eu_en.txt
who,provide,of proceedings,directive_2010_64_eu_en.txt
authority,has,minor offences,directive_2010_64_eu_en.txt
which,be,following traffic control,directive_2010_64_eu_en.txt
competent unreasonable authority,be unreasonable,under directive,directive_2010_64_eu_en.txt
directive,apply,following appeal,directive_2010_64_eu_en.txt
strengthening,requires,of echr,directive_2010_64_eu_en.txt
it,requires,in echr,directive_2010_64_eu_en.txt
article,provides for,border dimension,directive_2010_64_eu_en.txt
minimum rules,refers to,in which,directive_2010_64_eu_en.txt
which,lead to,mutual trust,directive_2010_64_eu_en.txt
common minimum rules,estab,criminal proceedings,directive_2010_64_eu_en.txt
2009 council,adopted,1,directive_2010_64_eu_en.txt
who,called for,suspected measure persons,directive_2010_64_eu_en.txt
it,welcomed,point,directive_2010_64_eu_en.txt
european council,underlined,1 oj c,directive_2010_64_eu_en.txt
-,decision,between member states,directive_2010_64_eu_en.txt
-,26.10.2010,-,directive_2010_64_eu_en.txt
-,journal of,of european union,directive_2010_64_eu_en.txt
who,ensure,of proceedings,directive_2010_64_eu_en.txt
interpretation,provided without,without delay,directive_2010_64_eu_en.txt
long period,constitute,reasonable in reasonable circumstances,directive_2010_64_eu_en.txt
23 respect,compromise,national law,directive_2010_64_eu_en.txt
competent authorities,ensure,given case,directive_2010_64_eu_en.txt
suspected persons,have,national law,directive_2010_64_eu_en.txt
such finding,entail,european arrest warrant,directive_2010_64_eu_en.txt
competent authorities,be able,appointed able interpreter,directive_2010_64_eu_en.txt
which,underpins,of justice,directive_2010_64_eu_en.txt
ensure rights,ensure,taking appropriate taking steps,directive_2010_64_eu_en.txt
that,be able,with videoconferencing equipment,directive_2010_64_eu_en.txt
29 directive,evaluated in,practical experience,directive_2010_64_eu_en.txt
it,amended,which,directive_2010_64_eu_en.txt
communication,interpreted in,with directive,directive_2010_64_eu_en.txt
that,be able,their defence,directive_2010_64_eu_en.txt
communication,interpreted,of proceedings,directive_2010_64_eu_en.txt
they,ensure,of interpreter,directive_2010_64_eu_en.txt
they,implies,of interpreter,directive_2010_64_eu_en.txt
allow them,provided in,of proceedings,directive_2010_64_eu_en.txt
-,l,of european union,directive_2010_64_eu_en.txt
essential documents,requires,with directive,directive_2010_64_eu_en.txt
certain documents,considered essential,his liberty,directive_2010_64_eu_en.txt
other documents,is,of proceedings,directive_2010_64_eu_en.txt
such databases,facilitate,legal translators,directive_2010_64_eu_en.txt
particular attention,paid to,27 november,directive_2010_64_eu_en.txt
-,treaty on,on european union,directive_2010_64_eu_en.txt
beyond what,go beyond,achieve objective,directive_2010_64_eu_en.txt
member states,notified,of directive,directive_2010_64_eu_en.txt
denmark,taking,its application,directive_2010_64_eu_en.txt
32 directive,set,minimum rules,directive_2010_64_eu_en.txt
member states,be able,in directive,directive_2010_64_eu_en.txt
level,fall below,of european union,directive_2010_64_eu_en.txt
that,inter,of european union,directive_2010_64_eu_en.txt
union,adopt,1 oj c,directive_2010_64_eu_en.txt
-,article,-,directive_2010_64_eu_en.txt
directive,lays,european arrest warrant,directive_2010_64_eu_en.txt
they,apply to,of appeal,directive_2010_64_eu_en.txt
it,affect national,criminal proceedings,directive_2010_64_eu_en.txt
who,ensure,during police ques tioning,directive_2010_64_eu_en.txt
pretation,ensure,of appeal,directive_2010_64_eu_en.txt
proceedings who,l,.,directive_2010_64_eu_en.txt
suspected ensuring persons,be of,of defence,directive_2010_64_eu_en.txt
ensure essential they,ensure,of proceedings,directive_2010_64_eu_en.txt
essential documents,include,his liberty,directive_2010_64_eu_en.txt
right,includes appropriate,hearing impediments,directive_2010_64_eu_en.txt
complain quality,ensure,of proceedings,directive_2010_64_eu_en.txt
physical presence,used,of proceedings,directive_2010_64_eu_en.txt
competent authorities,ensure,such 3,directive_2010_64_eu_en.txt
other document,decide,given case,directive_2010_64_eu_en.txt
suspected persons,submit,to effect,directive_2010_64_eu_en.txt
which,be,against them,directive_2010_64_eu_en.txt
it,.,of european union,directive_2010_64_eu_en.txt
oral translation,provided,of proceedings,directive_2010_64_eu_en.txt
waiver,be subject,of waiver,directive_2010_64_eu_en.txt
member states,meet,of proceedings,directive_2010_64_eu_en.txt
ensure interpretation,article,under article,directive_2010_64_eu_en.txt
who,endeavour,independent translators,directive_2010_64_eu_en.txt
such register,made available,legal counsel,directive_2010_64_eu_en.txt
interpreters,ensure,under directive,directive_2010_64_eu_en.txt
member states,request,efficient communication,directive_2010_64_eu_en.txt
2 member states,transmit,to commission,directive_2010_64_eu_en.txt
they,contain,official publication,directive_2010_64_eu_en.txt
methods,laid,member states,directive_2010_64_eu_en.txt
member states,submit,legislative proposals,directive_2010_64_eu_en.txt
directive,enter into,of european union,directive_2010_64_eu_en.txt
280/7 article,-,12 addressees directive,directive_2010_64_eu_en.txt
-,addressed to,with treaties,directive_2010_64_eu_en.txt
-,done at,at strasbourg,directive_2010_64_eu_en.txt
-,president for,for council,directive_2010_64_eu_en.txt
en official journal,directives,individual rights,directive_2012_13_eu_en.txt
member states,presupposes,criminal justice systems,directive_2012_13_eu_en.txt
which,is,mutual recognition,directive_2012_13_eu_en.txt
also rules,operate,rules,directive_2012_13_eu_en.txt
-,article,of human rights,directive_2012_13_eu_en.txt
-,enshrine,fair trial,directive_2012_13_eu_en.txt
article,guarantees,of defence,directive_2012_13_eu_en.txt
2000 council,adopted,criminal matters,directive_2012_13_eu_en.txt
mutual recognition article,states,of person,directive_2012_13_eu_en.txt
restrictions,exceed,of human rights,directive_2012_13_eu_en.txt
that,shown,other member states,directive_2012_13_eu_en.txt
-,c,-,directive_2012_13_eu_en.txt
-,position of,26 april,directive_2012_13_eu_en.txt
8) strengthening,requires detailed,echr,directive_2012_13_eu_en.txt
2 union,set,of freedom,directive_2012_13_eu_en.txt
of treaty,become,border dimension,directive_2012_13_eu_en.txt
minimum rules,refers to,in which,directive_2012_13_eu_en.txt
which,lead to,mutual trust,directive_2012_13_eu_en.txt
common minimum rules,estab,criminal proceedings,directive_2012_13_eu_en.txt
2009 council,.,hereinafter roadmap,directive_2012_13_eu_en.txt
accused who,called for,for measure suspects,directive_2012_13_eu_en.txt
thus indicative it,emphasises,with priorities,directive_2012_13_eu_en.txt
its benefits,felt in full,as designed whole,directive_2012_13_eu_en.txt
it,welcomed,serving citizens,directive_2012_13_eu_en.txt
other issues,underlined,in area,directive_2012_13_eu_en.txt
first measure,was,criminal proceedings,directive_2012_13_eu_en.txt
14 directive,relates to,of roadmap,directive_2012_13_eu_en.txt
applied,lays,among member states,directive_2012_13_eu_en.txt
-,l,-,directive_2012_13_eu_en.txt
1.6.2012 directive,builds on,of human rights,directive_2012_13_eu_en.txt
term accusation,used,6(1 echr,directive_2012_13_eu_en.txt
it,announced,in 2010,directive_2012_13_eu_en.txt
16 directive,apply to,legal status,directive_2012_13_eu_en.txt
authority,has,minor offences,directive_2012_13_eu_en.txt
which,be,following traffic control,directive_2012_13_eu_en.txt
competent unreasonable authority,be unreasonable,under directive,directive_2012_13_eu_en.txt
directive,apply,following appeal,directive_2012_13_eu_en.txt
which,established by,explicitly directive,directive_2012_13_eu_en.txt
which,inform,for directive,directive_2012_13_eu_en.txt
information,provided,competent authority,directive_2012_13_eu_en.txt
20 directive,lays,of suspects,directive_2012_13_eu_en.txt
this,is without,relevant union courts,directive_2012_13_eu_en.txt
competent authorities,required,of proceedings,directive_2012_13_eu_en.txt
specific circumstances,reiterate,national law,directive_2012_13_eu_en.txt
suspects,understood,of human rights,directive_2012_13_eu_en.txt
arrested information,given by,understanding their understanding rights,directive_2012_13_eu_en.txt
letter,provided,criminal proceedings,directive_2012_13_eu_en.txt
that right,include basic,national law,directive_2012_13_eu_en.txt
model,provided in,in annex,directive_2012_13_eu_en.txt
also roadmap measures,is indicative,into force,directive_2012_13_eu_en.txt
that,include other,in member states,directive_2012_13_eu_en.txt
-,23,-,directive_2012_13_eu_en.txt
they,given,ongoing investigations,directive_2012_13_eu_en.txt
when description,given in sufficient,of defence,directive_2012_13_eu_en.txt
affected this,communicated to,of defence,directive_2012_13_eu_en.txt
judicial authority,made available,of arrest,directive_2012_13_eu_en.txt
which,include,as documents,directive_2012_13_eu_en.txt
such materials,contained in,national law,directive_2012_13_eu_en.txt
where refusal,refused,public necessary interest,directive_2012_13_eu_en.txt
refusal,weighed against,criminal proceedings,directive_2012_13_eu_en.txt
have person,are,national law,directive_2012_13_eu_en.txt
exercise,prejudice,criminal proceedings,directive_2012_13_eu_en.txt
24 directive,is without,in detention facilities,directive_2012_13_eu_en.txt
they,ensure,/ eu,directive_2012_13_eu_en.txt
who,pay particular,of their of youth,directive_2012_13_eu_en.txt
27 persons,given,between member states,directive_2012_13_eu_en.txt
-,with,of human rights,directive_2012_13_eu_en.txt
33 right,be without,protected witnesses,directive_2012_13_eu_en.txt
paid documents,provided free,their lawyer,directive_2012_13_eu_en.txt
competent authorities,take,administrative burden,directive_2012_13_eu_en.txt
36 suspects,have,with directive,directive_2012_13_eu_en.txt
such failure,entail,in complaint which,directive_2012_13_eu_en.txt
member states,provide,in member states,directive_2012_13_eu_en.txt
38 member states,undertake,with directive,directive_2012_13_eu_en.txt
practical implementation,achieved by different,procedural law,directive_2012_13_eu_en.txt
39 right,sets,directive minimum rules,directive_2012_13_eu_en.txt
member states,extend,in directive,directive_2012_13_eu_en.txt
level,fall below,of human rights,directive_2012_13_eu_en.txt
41 directive,respects fundamental,recognised charter,directive_2012_13_eu_en.txt
particular directive,seeks,of defence,directive_2012_13_eu_en.txt
it,implemented,-,directive_2012_13_eu_en.txt
that,interpreted,of human rights,directive_2012_13_eu_en.txt
union,adopt,on european union,directive_2012_13_eu_en.txt
beyond what,go beyond,achieve objective,directive_2012_13_eu_en.txt
member states,notified,of directive,directive_2012_13_eu_en.txt
denmark,taking,its application,directive_2012_13_eu_en.txt
1.6.2012 official journal,adopted,directive,directive_2012_13_eu_en.txt
directive,lays,against them,directive_2012_13_eu_en.txt
it,lays,their rights,directive_2012_13_eu_en.txt
suspect person,applies from,of appeal,directive_2012_13_eu_en.txt
-,l,of rights,directive_2012_13_eu_en.txt
that they,given,of liberty,directive_2012_13_eu_en.txt
suspects,contain,judicial brought authority,directive_2012_13_eu_en.txt
letter,contain basic,provisional release,directive_2012_13_eu_en.txt
letter,drafted in simple,simple language,directive_2012_13_eu_en.txt
indicative model letter,set,about rights,directive_2012_13_eu_en.txt
allow rights,ensure,to interpretation,directive_2012_13_eu_en.txt
information,ensure,vulnerable suspects,directive_2012_13_eu_en.txt
accused who,ensure,on arrest,directive_2012_13_eu_en.txt
they,ensure,that,directive_2012_13_eu_en.txt
they,informed of,that,directive_2012_13_eu_en.txt
they,given,undue delay,directive_2012_13_eu_en.txt
-,letter of,european arrest warrant proceedings,directive_2012_13_eu_en.txt
who,ensure,executing member state,directive_2012_13_eu_en.txt
. letter,drafted in simple,simple language,directive_2012_13_eu_en.txt
indicative model letter,set,in annex,directive_2012_13_eu_en.txt
they,ensure,criminal act,directive_2012_13_eu_en.txt
information,provided,of defence,directive_2012_13_eu_en.txt
-,-,of european union,directive_2012_13_eu_en.txt
detailed information,ensure,accused person,directive_2012_13_eu_en.txt
where this,ensure,of proceedings,directive_2012_13_eu_en.txt
-,article,of case,directive_2012_13_eu_en.txt
which,ensure,their lawyers,directive_2012_13_eu_en.txt
access,ensure,defence,directive_2012_13_eu_en.txt
1 access,granted in due,of court,directive_2012_13_eu_en.txt
allow it,granted,due time,directive_2012_13_eu_en.txt
criminal proceedings,refused,in which,directive_2012_13_eu_en.txt
decision,ensure,judicial subject review,directive_2012_13_eu_en.txt
5 access,provided free,of charge,directive_2012_13_eu_en.txt
this,ensure,of member state,directive_2012_13_eu_en.txt
suspects,article,with directive,directive_2012_13_eu_en.txt
member states,request,of directive,directive_2012_13_eu_en.txt
which,construed as,of protection,directive_2012_13_eu_en.txt
1 member states,.,2 june,directive_2012_13_eu_en.txt
2 member states,transmit,to commission,directive_2012_13_eu_en.txt
they,contain,official publication,directive_2012_13_eu_en.txt
methods,laid,member states,directive_2012_13_eu_en.txt
member states,submit,legislative proposals,directive_2012_13_eu_en.txt
directive,enter into,of european union,directive_2012_13_eu_en.txt
142/7 article,-,of european union,directive_2012_13_eu_en.txt
directive,addressed to,with treaties,directive_2012_13_eu_en.txt
-,done at,at strasbourg,directive_2012_13_eu_en.txt
-,president,for european parliament,directive_2012_13_eu_en.txt
-,president,-,directive_2012_13_eu_en.txt
-,-,of model rights,directive_2012_13_eu_en.txt
sole purpose,is,national level,directive_2012_13_eu_en.txt
member states,bound,not model,directive_2012_13_eu_en.txt
member states,amend,useful information,directive_2012_13_eu_en.txt
member state member letter,given upon,upon arrest,directive_2012_13_eu_en.txt
this,prevent,criminal proceedings,directive_2012_13_eu_en.txt
you,have,to lawyer,directive_2012_13_eu_en.txt
lawyer,is independent,independent from independent police,directive_2012_13_eu_en.txt
police,help,you,directive_2012_13_eu_en.txt
assistance,be free,free of free charge,directive_2012_13_eu_en.txt
-,ask,more information,directive_2012_13_eu_en.txt
arrested you,have,right,directive_2012_13_eu_en.txt
competent you,have,of charge,directive_2012_13_eu_en.txt
you,help,confidential,directive_2012_13_eu_en.txt
you,have,in custody,directive_2012_13_eu_en.txt
you,provided with,oral translation,directive_2012_13_eu_en.txt
competent you,have,alleged offence,directive_2012_13_eu_en.txt
you,help,decide on decide that,directive_2012_13_eu_en.txt
you,have,challenge arrest,directive_2012_13_eu_en.txt
you,have,for you,directive_2012_13_eu_en.txt
-,informing,your consulate,directive_2012_13_eu_en.txt
want someone,tell,for example,directive_2012_13_eu_en.txt
right,restricted,your detention,directive_2012_13_eu_en.txt
police,inform,of this,directive_2012_13_eu_en.txt
consular want authority,tell,your informed detention,directive_2012_13_eu_en.txt
you,tell,consular authority,directive_2012_13_eu_en.txt
arrested you,have,medical assistance,directive_2012_13_eu_en.txt
know you,let,such assistance,directive_2012_13_eu_en.txt
-,-,of liberty,directive_2012_13_eu_en.txt
you,deprived of,hours days,directive_2012_13_eu_en.txt
who,released,further detention,directive_2012_13_eu_en.txt
-,ask,provisional release,directive_2012_13_eu_en.txt
-,-,of european arrest warrant,directive_2012_13_eu_en.txt
you,arrested on,of european arrest warrant,directive_2012_13_eu_en.txt
you,have,of which,directive_2012_13_eu_en.txt
you,have,in language,directive_2012_13_eu_en.txt
you,consent,seeking you,directive_2012_13_eu_en.txt
your consent,speed,proceedings,directive_2012_13_eu_en.txt
it,be difficult,later stage,directive_2012_13_eu_en.txt
you,have,judicial authority,directive_2012_13_eu_en.txt
necessary approximation,facilitate,individual rights,directive_2013_48_eu_en.txt
judicial cooperation,based on,of judgments,directive_2013_48_eu_en.txt
member states,presupposes,criminal justice systems,directive_2013_48_eu_en.txt
which,is,mutual recognition,directive_2013_48_eu_en.txt
that,shown,other member states,directive_2013_48_eu_en.txt
also rules,operate,rules,directive_2013_48_eu_en.txt
strengthening,requires detailed,from charter,directive_2013_48_eu_en.txt
it,requires,echr,directive_2013_48_eu_en.txt
2 article,enshrine,fair trial,directive_2013_48_eu_en.txt
article,guarantees,of defence,directive_2013_48_eu_en.txt
union,set,of freedom,directive_2013_48_eu_en.txt
thereof principle,become,mutual recognition,directive_2013_48_eu_en.txt
en official journal,provides for,border dimension,directive_2013_48_eu_en.txt
minimum rules,refers to,in which,directive_2013_48_eu_en.txt
which,lead to,in union,directive_2013_48_eu_en.txt
minimum rules,remove,of member states,directive_2013_48_eu_en.txt
third party,established in,of liberty,directive_2013_48_eu_en.txt
2009 council,adopted,roadmap,directive_2013_48_eu_en.txt
accused who,calls for,for measure suspects,directive_2013_48_eu_en.txt
thus indicative it,emphasises,with priorities,directive_2013_48_eu_en.txt
its benefits,felt in,as designed whole,directive_2013_48_eu_en.txt
it,welcomed,serving citizens,directive_2013_48_eu_en.txt
other issues,underlined,in area,directive_2013_48_eu_en.txt
two measures,adopted pursuant,criminal proceed ings,directive_2013_48_eu_en.txt
third arrest warrant party,lays,of liberty,directive_2013_48_eu_en.txt
which,promotes,to lawyer,directive_2013_48_eu_en.txt
requires suspect,provides,legal assistance,directive_2013_48_eu_en.txt
lawyers,be able,of defence,directive_2013_48_eu_en.txt
which,considered,of directive,directive_2013_48_eu_en.txt
accused who,implemented,to lawyer,directive_2013_48_eu_en.txt
who,refers to,to suspects,directive_2013_48_eu_en.txt
authority,has,minor offences,directive_2013_48_eu_en.txt
which,be,following traffic control,directive_2013_48_eu_en.txt
authorities,ensure,under directive,directive_2013_48_eu_en.txt
directive,apply,following appeal,directive_2013_48_eu_en.txt
minor offences,considered,municipal regulations,directive_2013_48_eu_en.txt
competent unreasonable authorities,be unreasonable,under directive,directive_2013_48_eu_en.txt
directive,apply,criminal matters,directive_2013_48_eu_en.txt
18 scope,affect,from lawyer,directive_2013_48_eu_en.txt
suspects,ensure,with directive,directive_2013_48_eu_en.txt
they,granted,waived right,directive_2013_48_eu_en.txt
suspect person,include preliminary,random checks,directive_2013_48_eu_en.txt
suspect person,protected against,of human rights,directive_2013_48_eu_en.txt
where person,makes express,criminal proceedings,directive_2013_48_eu_en.txt
294/3 questioning,suspended,suspect person,directive_2013_48_eu_en.txt
he,continued,in directive,directive_2013_48_eu_en.txt
22 suspects,have,representing them,directive_2013_48_eu_en.txt
member states,make practical,of case,directive_2013_48_eu_en.txt
where meeting,make practical,in place,directive_2013_48_eu_en.txt
practical arrangements,prejudice,their lawyer,directive_2013_48_eu_en.txt
23 suspects,have,representing them,directive_2013_48_eu_en.txt
such communication,take,meet lawyer,directive_2013_48_eu_en.txt
such communication communications,make practical,take place,directive_2013_48_eu_en.txt
directive,prevent,by telephone,directive_2013_48_eu_en.txt
suspect person,restricted to,law enforcement authority,directive_2013_48_eu_en.txt
when present they,ensure,during court hearings,directive_2013_48_eu_en.txt
such procedures,be in,of right,directive_2013_48_eu_en.txt
suspect person,arrange for,from which,directive_2013_48_eu_en.txt
such arrangements,include,legal aid,directive_2013_48_eu_en.txt
which,.,national law,directive_2013_48_eu_en.txt
-,26,-,directive_2013_48_eu_en.txt
so far suspects,have,national law,directive_2013_48_eu_en.txt
crime,include,suspect person,directive_2013_48_eu_en.txt
member states,make practical,evidence acts,directive_2013_48_eu_en.txt
practical arrangements,prejudice,of rights,directive_2013_48_eu_en.txt
this,noted,of member state,directive_2013_48_eu_en.txt
that,endeavour,by suspects,directive_2013_48_eu_en.txt
they,need,arranged lawyer,directive_2013_48_eu_en.txt
suspect,be able,able freely able lawyer,directive_2013_48_eu_en.txt
they,make,waived right,directive_2013_48_eu_en.txt
suspects,imply,of human rights,directive_2013_48_eu_en.txt
person,be able,of liberty,directive_2013_48_eu_en.txt
member states,permitted,of liberty,directive_2013_48_eu_en.txt
competent authorities,question,in directive,directive_2013_48_eu_en.txt
video this,arrange for,via telephone,directive_2013_48_eu_en.txt
31 member states,permitted,of person,directive_2013_48_eu_en.txt
such questioning,question,against self incrimination,directive_2013_48_eu_en.txt
that,carried,of person,directive_2013_48_eu_en.txt
abuse,prejudice,of defence,directive_2013_48_eu_en.txt
-,6.11.2013,-,directive_2013_48_eu_en.txt
immediate action,permitted,with witnesses,directive_2013_48_eu_en.txt
such ques tioning,question,against self incrimination,directive_2013_48_eu_en.txt
that,carried,criminal proceedings,directive_2013_48_eu_en.txt
confidentiality,is key,fair trial,directive_2013_48_eu_en.txt
member states,respect,without derogation,directive_2013_48_eu_en.txt
lawyer,is without,criminal offence,directive_2013_48_eu_en.txt
criminal activity,considered,of directive,directive_2013_48_eu_en.txt
arrangements,implies,uphold confidentiality,directive_2013_48_eu_en.txt
competent allow authorities,is without,between suspects,directive_2013_48_eu_en.txt
to correspondence,is,competent submitted court,directive_2013_48_eu_en.txt
which,be without,competent authorities,directive_2013_48_eu_en.txt
title v,be without,internal security,directive_2013_48_eu_en.txt
provided this,have,against person,directive_2013_48_eu_en.txt
member states,make practical,of right,directive_2013_48_eu_en.txt
practical arrangements,prejudice,of right,directive_2013_48_eu_en.txt
when this,be possible,in directive,directive_2013_48_eu_en.txt
third person,consider,of liberty,directive_2013_48_eu_en.txt
36 suspects,have,nominated them,directive_2013_48_eu_en.txt
member states,limit,imperative requirements,directive_2013_48_eu_en.txt
such requirements,include,of crime,directive_2013_48_eu_en.txt
first suspects,consider,nominated them,directive_2013_48_eu_en.txt
lawyer,make practical,statements,directive_2013_48_eu_en.txt
lawyer,noted,of member state,directive_2013_48_eu_en.txt
where it,enshrined in,their nationals,directive_2013_48_eu_en.txt
accused who,confers,their wishes,directive_2013_48_eu_en.txt
