en_Subject,en_Predicate,en_Object,Triple_ID
authorities,should abstain from,suspects,directive_(eu)_2016_343_en.txt
use,is,required,directive_(eu)_2016_343_en.txt
competent authorities,accused persons,guilty,directive_(eu)_2016_343_en.txt
use,is,unless required for reasons,directive_(eu)_2016_343_en.txt
having contact,is with,third persons such witnesses,directive_(eu)_2016_343_en.txt
authorities,accused,as guilty,directive_(eu)_2016_343_en.txt
use,relating to,security,directive_(eu)_2016_343_en.txt
competent authorities,accused,persons,directive_(eu)_2016_343_en.txt
use,relating including,prevent,directive_(eu)_2016_343_en.txt
competent authorities,accused persons,as guilty,directive_(eu)_2016_343_en.txt
competent authorities,should abstain from,presenting suspects,directive_(eu)_2016_343_en.txt
suspects,accused,persons,directive_(eu)_2016_343_en.txt
authorities,should abstain from,presenting suspects,directive_(eu)_2016_343_en.txt
authorities,accused,guilty,directive_(eu)_2016_343_en.txt
use,is,unless required for case specific reasons,directive_(eu)_2016_343_en.txt
competent authorities,should abstain in,court,directive_(eu)_2016_343_en.txt
use,is,unless required,directive_(eu)_2016_343_en.txt
use,is required for,reasons,directive_(eu)_2016_343_en.txt
competent authorities,accused,guilty,directive_(eu)_2016_343_en.txt
competent authorities,should abstain from,suspects,directive_(eu)_2016_343_en.txt
use,relating including,to prevent,directive_(eu)_2016_343_en.txt
use,is required for,case specific reasons,directive_(eu)_2016_343_en.txt
authorities,should abstain in,court,directive_(eu)_2016_343_en.txt
authorities,accused,persons,directive_(eu)_2016_343_en.txt
authorities,accused persons in,court,directive_(eu)_2016_343_en.txt
competent authorities,accused persons in,public,directive_(eu)_2016_343_en.txt
competent authorities,accused while in,court,directive_(eu)_2016_343_en.txt
authorities,accused while,persons,directive_(eu)_2016_343_en.txt
competent authorities,accused persons in,court,directive_(eu)_2016_343_en.txt
authorities,accused in,public,directive_(eu)_2016_343_en.txt
competent authorities,accused persons while in,public,directive_(eu)_2016_343_en.txt
authorities,accused in,court,directive_(eu)_2016_343_en.txt
authorities,accused persons while in,court,directive_(eu)_2016_343_en.txt
competent authorities,accused in,public,directive_(eu)_2016_343_en.txt
competent authorities,accused while in,public,directive_(eu)_2016_343_en.txt
authorities,accused persons while in,public,directive_(eu)_2016_343_en.txt
authorities,accused persons in,public,directive_(eu)_2016_343_en.txt
competent authorities,accused in,court,directive_(eu)_2016_343_en.txt
competent authorities,accused persons while in,court,directive_(eu)_2016_343_en.txt
competent authorities,accused while,persons,directive_(eu)_2016_343_en.txt
authorities,accused while in,court,directive_(eu)_2016_343_en.txt
authorities,accused while in,public,directive_(eu)_2016_343_en.txt
accused,burden of,proof for establishing,directive_(eu)_2016_343_en.txt
burden,is on,prosecution,directive_(eu)_2016_343_en.txt
doubt,accused,person,directive_(eu)_2016_343_en.txt
doubt,should benefit,suspect,directive_(eu)_2016_343_en.txt
accused,is on,prosecution,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to defence without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were shifted to,independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to defence without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to defence,directive_(eu)_2016_343_en.txt
burden,were,if shifted,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,shifted to defence to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,shifted to defence without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to defence without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to defence without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,shifted without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to defence to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to defence to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to defence to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,shifted,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to defence to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were shifted to,defence,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to defence without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,shifted to defence to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to defence,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to defence without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were shifted without,prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,shifted to defence without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to defence without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,shifted to defence without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were shifted from,prosecution,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
presumption,would,would infringed,directive_(eu)_2016_343_en.txt
burden,were,if shifted to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to defence without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,if shifted without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to defence without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
burden,were,if shifted from prosecution to defence to independence,directive_(eu)_2016_343_en.txt
guilt,accused,person,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were shifted to,independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,shifted from prosecution to defence,directive_(eu)_2016_343_en.txt
burden,were,if shifted to defence to independence,directive_(eu)_2016_343_en.txt
burden,were,shifted without prejudice to ex officio fact finding powers of court to independence,directive_(eu)_2016_343_en.txt
burden,were,if shifted without prejudice to ex officio fact finding powers of court to independence of judiciary,directive_(eu)_2016_343_en.txt
burden,were,if shifted without prejudice to ex officio fact finding powers of court,directive_(eu)_2016_343_en.txt
presumptions,should,should confined within limits,directive_(eu)_2016_343_en.txt
presumptions,taking importance into,account,directive_(eu)_2016_343_en.txt
such presumptions,should,should confined,directive_(eu)_2016_343_en.txt
such presumptions,taking,importance,directive_(eu)_2016_343_en.txt
presumptions,taking,importance,directive_(eu)_2016_343_en.txt
presumptions,should,should confined within reasonable limits,directive_(eu)_2016_343_en.txt
should confined,maintaining,rights,directive_(eu)_2016_343_en.txt
presumptions,should,should confined,directive_(eu)_2016_343_en.txt
such presumptions,should,should confined within limits,directive_(eu)_2016_343_en.txt
such presumptions,should,should confined within reasonable limits,directive_(eu)_2016_343_en.txt
such presumptions,taking importance into,account,directive_(eu)_2016_343_en.txt
such presumptions,taking,importance of what,directive_(eu)_2016_343_en.txt
presumptions,taking,importance of what,directive_(eu)_2016_343_en.txt
should confined,maintaining,rights of defence,directive_(eu)_2016_343_en.txt
should confined,is at,stake,directive_(eu)_2016_343_en.txt
such presumptions,be used in,event,directive_(eu)_2016_343_en.txt
such presumptions,should,should rebuttable,directive_(eu)_2016_343_en.txt
rights,are,only where respected,directive_(eu)_2016_343_en.txt
presumptions,be used in,event,directive_(eu)_2016_343_en.txt
rights,are,where respected,directive_(eu)_2016_343_en.txt
presumptions,should,should rebuttable,directive_(eu)_2016_343_en.txt
24,is important,presumption,directive_(eu)_2016_343_en.txt
interpretation,should,should taken,directive_(eu)_2016_343_en.txt
interpretation,should,should taken into account,directive_(eu)_2016_343_en.txt
right,remain,silent,directive_(eu)_2016_343_en.txt
warrant,material in,respect,directive_(eu)_2016_343_en.txt
material,is in,respect,directive_(eu)_2016_343_en.txt
conduct,take in,writing,directive_(eu)_2016_343_en.txt
conduct,take place in,writing,directive_(eu)_2016_343_en.txt
conduct,take with,minor offences,directive_(eu)_2016_343_en.txt
stages,take with,offences,directive_(eu)_2016_343_en.txt
conduct,take place with,minor offences,directive_(eu)_2016_343_en.txt
certain stages,take,place,directive_(eu)_2016_343_en.txt
stages,take in,writing,directive_(eu)_2016_343_en.txt
certain stages,conduct of,proceedings,directive_(eu)_2016_343_en.txt
stages,accused in,relation to offence concerned,directive_(eu)_2016_343_en.txt
certain stages,accused in,relation,directive_(eu)_2016_343_en.txt
stages,take place with,offences,directive_(eu)_2016_343_en.txt
stages,accused by,competent authorities,directive_(eu)_2016_343_en.txt
certain stages,accused person by,authorities,directive_(eu)_2016_343_en.txt
conduct,take place with,offences,directive_(eu)_2016_343_en.txt
certain stages,accused person in,relation,directive_(eu)_2016_343_en.txt
certain stages,accused by,authorities,directive_(eu)_2016_343_en.txt
certain stages,take with,offences,directive_(eu)_2016_343_en.txt
stages,accused in,relation,directive_(eu)_2016_343_en.txt
stages,accused person by,competent authorities,directive_(eu)_2016_343_en.txt
stages,take place with,minor offences,directive_(eu)_2016_343_en.txt
certain stages,accused person by,competent authorities,directive_(eu)_2016_343_en.txt
conduct,take with,offences,directive_(eu)_2016_343_en.txt
certain stages,accused,person,directive_(eu)_2016_343_en.txt
stages,accused person in,relation,directive_(eu)_2016_343_en.txt
stages,accused in,relation to offence,directive_(eu)_2016_343_en.txt
stages,conduct of,proceedings,directive_(eu)_2016_343_en.txt
stages,accused person in,relation to offence concerned,directive_(eu)_2016_343_en.txt
stages,take place in,writing,directive_(eu)_2016_343_en.txt
stages,accused person in,relation to offence,directive_(eu)_2016_343_en.txt
stages,accused,person,directive_(eu)_2016_343_en.txt
certain stages,accused by,competent authorities,directive_(eu)_2016_343_en.txt
conduct,take,place,directive_(eu)_2016_343_en.txt
certain stages,take with,minor offences,directive_(eu)_2016_343_en.txt
stages,accused by,authorities,directive_(eu)_2016_343_en.txt
certain stages,take place in,writing,directive_(eu)_2016_343_en.txt
stages,take with,minor offences,directive_(eu)_2016_343_en.txt
place,conduct of,proceedings,directive_(eu)_2016_343_en.txt
stages,accused person by,authorities,directive_(eu)_2016_343_en.txt
certain stages,accused in,relation to offence,directive_(eu)_2016_343_en.txt
certain stages,accused in,relation to offence concerned,directive_(eu)_2016_343_en.txt
certain stages,accused person in,relation to offence,directive_(eu)_2016_343_en.txt
stages,take,place,directive_(eu)_2016_343_en.txt
certain stages,take place with,offences,directive_(eu)_2016_343_en.txt
certain stages,take in,writing,directive_(eu)_2016_343_en.txt
certain stages,take place with,minor offences,directive_(eu)_2016_343_en.txt
certain stages,accused person in,relation to offence concerned,directive_(eu)_2016_343_en.txt
suspects,are,where provided,directive_(eu)_2016_343_en.txt
suspects,are,where provided with information,directive_(eu)_2016_343_en.txt
it,applies under,law,directive_(eu)_2016_343_en.txt
it,applies under,national law,directive_(eu)_2016_343_en.txt
it,applies in,directive,directive_(eu)_2016_343_en.txt
they,are,provided,directive_(eu)_2016_343_en.txt
they,are also provided with,information,directive_(eu)_2016_343_en.txt
suspects,are,provided with information about rights,directive_(eu)_2016_343_en.txt
member states,should consider,ensuring,directive_(eu)_2016_343_en.txt
they,are provided with,information,directive_(eu)_2016_343_en.txt
suspects,are,provided,directive_(eu)_2016_343_en.txt
they,are,also provided,directive_(eu)_2016_343_en.txt
suspects,are,where provided with information about rights,directive_(eu)_2016_343_en.txt
suspects,are,provided with information,directive_(eu)_2016_343_en.txt
suspects,are,provided with letter,directive_(eu)_2016_343_en.txt
suspects,are,where provided with letter,directive_(eu)_2016_343_en.txt
suspects,are,provided with letter of rights,directive_(eu)_2016_343_en.txt
suspects,are,where provided with letter of rights,directive_(eu)_2016_343_en.txt
basic principles,is in,democratic society,directive_(eu)_2016_343_en.txt
right,is,based,directive_(eu)_2016_343_en.txt
right,is,based on right,directive_(eu)_2016_343_en.txt
accused,be ensured throughout,union,directive_(eu)_2016_343_en.txt
accused,be,ensured,directive_(eu)_2016_343_en.txt
accused persons,are unable for,reasons beyond their control,directive_(eu)_2016_343_en.txt
they,should have possibility,for reasons unable,directive_(eu)_2016_343_en.txt
new date time frame,provided in,national law,directive_(eu)_2016_343_en.txt
they,should have,for reasons unable,directive_(eu)_2016_343_en.txt
suspects,are,if for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
accused persons,are,if unable,directive_(eu)_2016_343_en.txt
persons,are unable for,reasons beyond their control,directive_(eu)_2016_343_en.txt
accused persons,are,if for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
persons,are unable for,reasons,directive_(eu)_2016_343_en.txt
they,should have,for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
date time frame,provided in,national law,directive_(eu)_2016_343_en.txt
persons,are,unable,directive_(eu)_2016_343_en.txt
they,should have possibility,if unable,directive_(eu)_2016_343_en.txt
accused persons,are,if for reasons unable,directive_(eu)_2016_343_en.txt
they,should have,if for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
suspects,are,for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
they,should have,unable,directive_(eu)_2016_343_en.txt
accused persons,are,unable,directive_(eu)_2016_343_en.txt
date time frame,provided in,law,directive_(eu)_2016_343_en.txt
they,should have,possibility,directive_(eu)_2016_343_en.txt
persons,are,if for reasons unable,directive_(eu)_2016_343_en.txt
they,should have possibility,if for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
suspects,are unable for,reasons beyond their control,directive_(eu)_2016_343_en.txt
suspects,are,if for reasons unable,directive_(eu)_2016_343_en.txt
persons,are,if for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
they,should have,if unable,directive_(eu)_2016_343_en.txt
they,should have possibility,if for reasons unable,directive_(eu)_2016_343_en.txt
they,should have,if for reasons unable,directive_(eu)_2016_343_en.txt
suspects,are,unable,directive_(eu)_2016_343_en.txt
new date time frame,provided in,law,directive_(eu)_2016_343_en.txt
suspects,are unable for,reasons,directive_(eu)_2016_343_en.txt
suspects,are,for reasons unable,directive_(eu)_2016_343_en.txt
persons,are,if unable,directive_(eu)_2016_343_en.txt
accused persons,are unable for,reasons,directive_(eu)_2016_343_en.txt
they,should have possibility,unable,directive_(eu)_2016_343_en.txt
they,should have possibility,for reasons beyond their control unable,directive_(eu)_2016_343_en.txt
suspects,are,if unable,directive_(eu)_2016_343_en.txt
it,should,should possible for decision on guilt of suspect,directive_(eu)_2016_343_en.txt
it,should,should possible,directive_(eu)_2016_343_en.txt
it,should,under circumstances should possible,directive_(eu)_2016_343_en.txt
it,should,should possible for decision on guilt,directive_(eu)_2016_343_en.txt
it,should,under certain circumstances should possible for decision on guilt of suspect,directive_(eu)_2016_343_en.txt
it,should,under certain circumstances should possible,directive_(eu)_2016_343_en.txt
it,should,under certain circumstances should possible for decision,directive_(eu)_2016_343_en.txt
it,should,under certain circumstances should possible for decision on guilt,directive_(eu)_2016_343_en.txt
it,should,under circumstances should possible for decision,directive_(eu)_2016_343_en.txt
it,should,under circumstances should possible for decision on guilt of suspect,directive_(eu)_2016_343_en.txt
it,should,should possible for decision,directive_(eu)_2016_343_en.txt
it,should,under circumstances should possible for decision on guilt,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in time,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in due time of trial of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,has informed of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed of trial,directive_(eu)_2016_343_en.txt
suspect person,has,has informed,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in due time of trial,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in due time,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in due time,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in due time of trial,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in due time of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in time of trial of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in time of trial of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,has informed of trial,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed of trial of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in time of trial,directive_(eu)_2016_343_en.txt
suspect person,has,has informed of trial of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in time of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in time,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed in time of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in due time of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,where has informed of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in due time of trial of consequences,directive_(eu)_2016_343_en.txt
suspect person,has,has informed in time of trial,directive_(eu)_2016_343_en.txt
informing,should,should understood to summoning,directive_(eu)_2016_343_en.txt
her,become,aware,directive_(eu)_2016_343_en.txt
informing,should,should understood,directive_(eu)_2016_343_en.txt
her,become,aware of trial,directive_(eu)_2016_343_en.txt
informing,should,should understood to summoning in person,directive_(eu)_2016_343_en.txt
it,should,should also possible,directive_(eu)_2016_343_en.txt
it,hold,trial,directive_(eu)_2016_343_en.txt
decision,is in,absence of suspect,directive_(eu)_2016_343_en.txt
attention,should,should paid,directive_(eu)_2016_343_en.txt
attention,should,should also paid to diligence exercised by authorities,directive_(eu)_2016_343_en.txt
diligence,exercised by,person concerned,directive_(eu)_2016_343_en.txt
way,is,sufficient,directive_(eu)_2016_343_en.txt
attention,should,should also paid to diligence exercised by public authorities,directive_(eu)_2016_343_en.txt
attention,should,should also paid to diligence exercised,directive_(eu)_2016_343_en.txt
particular attention,should,should paid to diligence exercised by public authorities,directive_(eu)_2016_343_en.txt
attention,should,should paid to diligence exercised by public authorities,directive_(eu)_2016_343_en.txt
particular attention,should,should also paid to diligence,directive_(eu)_2016_343_en.txt
particular attention,should,should paid to diligence exercised,directive_(eu)_2016_343_en.txt
particular attention,should,should paid to diligence,directive_(eu)_2016_343_en.txt
particular attention,should,should paid to diligence exercised by authorities,directive_(eu)_2016_343_en.txt
way,ensure,person 's awareness,directive_(eu)_2016_343_en.txt
attention,should,should paid to diligence exercised by authorities,directive_(eu)_2016_343_en.txt
information,is,provided,directive_(eu)_2016_343_en.txt
particular attention,should,should also paid to diligence exercised,directive_(eu)_2016_343_en.txt
particular attention,should,should paid,directive_(eu)_2016_343_en.txt
attention,should,should also paid,directive_(eu)_2016_343_en.txt
particular attention,should,should also paid to diligence exercised by public authorities,directive_(eu)_2016_343_en.txt
diligence,exercised by,person,directive_(eu)_2016_343_en.txt
particular attention,should,should also paid,directive_(eu)_2016_343_en.txt
attention,should,should also paid to diligence,directive_(eu)_2016_343_en.txt
way,ensure,person 's awareness of trial,directive_(eu)_2016_343_en.txt
attention,should,should paid to diligence exercised,directive_(eu)_2016_343_en.txt
person,has,awareness of trial,directive_(eu)_2016_343_en.txt
attention,should,should paid to diligence,directive_(eu)_2016_343_en.txt
particular attention,should,should also paid to diligence exercised by authorities,directive_(eu)_2016_343_en.txt
it,take,decision,directive_(eu)_2016_343_en.txt
it,should,should nevertheless possible,directive_(eu)_2016_343_en.txt
decision,enforce,decision,directive_(eu)_2016_343_en.txt
it,take,decision in absence of suspect,directive_(eu)_2016_343_en.txt
member states,provide for,possibility,directive_(eu)_2016_343_en.txt
decision,accused,person,directive_(eu)_2016_343_en.txt
member states,provide for,possibility of holding trials in absence,directive_(eu)_2016_343_en.txt
member states,provide for,possibility of trials in absence of suspects,directive_(eu)_2016_343_en.txt
member states,provide for,possibility of trials in absence,directive_(eu)_2016_343_en.txt
member states,provide for,possibility of holding trials in absence of suspects,directive_(eu)_2016_343_en.txt
member states,provide for,possibility of trials,directive_(eu)_2016_343_en.txt
member states,provide for,possibility of holding trials,directive_(eu)_2016_343_en.txt
holding trials,is in,absence of suspects,directive_(eu)_2016_343_en.txt
it,take,decision in absence,directive_(eu)_2016_343_en.txt
decision,is in,absence of particular suspect,directive_(eu)_2016_343_en.txt
member states,should ensure,that,directive_(eu)_2016_343_en.txt
member states,should ensure in,case,directive_(eu)_2016_343_en.txt
such information,should,should provided in writing,directive_(eu)_2016_343_en.txt
information,should,should provided,directive_(eu)_2016_343_en.txt
information,should,should provided in writing,directive_(eu)_2016_343_en.txt
such information,should,should provided,directive_(eu)_2016_343_en.txt
information,may,may provided orally,directive_(eu)_2016_343_en.txt
fact,is,noted,directive_(eu)_2016_343_en.txt
information,may,may also provided on condition,directive_(eu)_2016_343_en.txt
information,may,may also provided,directive_(eu)_2016_343_en.txt
fact,is noted in,recording procedure under law,directive_(eu)_2016_343_en.txt
information,may,may provided orally on condition,directive_(eu)_2016_343_en.txt
fact,is noted in,recording procedure,directive_(eu)_2016_343_en.txt
information,may,may provided,directive_(eu)_2016_343_en.txt
information,may,may also provided orally,directive_(eu)_2016_343_en.txt
fact,is noted in,recording procedure under national law,directive_(eu)_2016_343_en.txt
information,may,may provided on condition,directive_(eu)_2016_343_en.txt
information,may,may also provided orally on condition,directive_(eu)_2016_343_en.txt
authorities,exclude,suspect,directive_(eu)_2016_343_en.txt
suspect,accused person temporarily from,trial,directive_(eu)_2016_343_en.txt
authorities,should,should allowed,directive_(eu)_2016_343_en.txt
competent authorities,should,should allowed,directive_(eu)_2016_343_en.txt
competent authorities,is in,member states,directive_(eu)_2016_343_en.txt
competent authorities,exclude,suspect,directive_(eu)_2016_343_en.txt
suspect,accused temporarily,person,directive_(eu)_2016_343_en.txt
suspect,accused temporarily from,trial,directive_(eu)_2016_343_en.txt
suspect,accused,person,directive_(eu)_2016_343_en.txt
suspect,accused from,trial,directive_(eu)_2016_343_en.txt
suspect,accused person from,trial,directive_(eu)_2016_343_en.txt
hearings,are,if held,directive_(eu)_2016_343_en.txt
hearings,are,only if held,directive_(eu)_2016_343_en.txt
hearings,are,only held,directive_(eu)_2016_343_en.txt
hearings,are,held,directive_(eu)_2016_343_en.txt
right,be present at,trial,directive_(eu)_2016_343_en.txt
right,be,present,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by european court in particular,directive_(eu)_2016_343_en.txt
rules,should comply with,charter,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by court of justice by european court of human rights in particular,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by court of justice by european court in particular,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by court of justice by european court of human rights in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply with,charter,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by court of justice by european court of human rights in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by court of justice,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by court by european court in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by court of justice by european court of human rights in particular,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by court by european court of human rights in particular,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by court by european court of human rights in particular,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by court,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by court by european court in particular,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by european court of human rights in particular,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by court of justice by european court in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by european court of human rights in particular,directive_(eu)_2016_343_en.txt
rules,should comply with,echr,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by court by european court in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply with,echr,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by court by european court of human rights in particular,directive_(eu)_2016_343_en.txt
national rules,should comply with,charter,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by court,directive_(eu)_2016_343_en.txt
national rules,should comply with,echr,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by court of justice,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by court of justice,directive_(eu)_2016_343_en.txt
such rules,should comply with,echr,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by european court of human rights in particular,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by court by european court of human rights in particular,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by european court in particular,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by court by european court in particular,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by court of justice,directive_(eu)_2016_343_en.txt
such rules,should comply with,charter,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted by court,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by court,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by european court of human rights in particular,directive_(eu)_2016_343_en.txt
national rules,should comply as,interpreted,directive_(eu)_2016_343_en.txt
such rules,should comply as,interpreted by european court in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by european court in particular,directive_(eu)_2016_343_en.txt
rules,should comply as,interpreted by court of justice by european court in particular,directive_(eu)_2016_343_en.txt
such national rules,should comply as,interpreted by court of justice by european court in particular,directive_(eu)_2016_343_en.txt
proceedings,are conducted in,simplified manner,directive_(eu)_2016_343_en.txt
proceedings,are,if conducted in simplified manner,directive_(eu)_2016_343_en.txt
proceedings,are,if conducted,directive_(eu)_2016_343_en.txt
proceedings,following,written procedure,directive_(eu)_2016_343_en.txt
proceedings,following solely,written procedure,directive_(eu)_2016_343_en.txt
proceedings,are,conducted,directive_(eu)_2016_343_en.txt
proceedings,are conducted in,manner,directive_(eu)_2016_343_en.txt
proceedings,following solely,procedure,directive_(eu)_2016_343_en.txt
proceedings,following,procedure,directive_(eu)_2016_343_en.txt
proceedings,are,if conducted in manner,directive_(eu)_2016_343_en.txt
particular needs,are,in implementation taken into account,directive_(eu)_2016_343_en.txt
needs,are,taken,directive_(eu)_2016_343_en.txt
needs,are taken into,account,directive_(eu)_2016_343_en.txt
particular needs,are taken into,account,directive_(eu)_2016_343_en.txt
particular needs,are taken in,particular,directive_(eu)_2016_343_en.txt
particular needs,are,in implementation of directive taken into account,directive_(eu)_2016_343_en.txt
particular needs,are taken in,implementation,directive_(eu)_2016_343_en.txt
needs,are taken in,implementation,directive_(eu)_2016_343_en.txt
particular needs,are taken in,implementation of directive,directive_(eu)_2016_343_en.txt
particular needs,are,taken,directive_(eu)_2016_343_en.txt
needs,are taken in,implementation of directive,directive_(eu)_2016_343_en.txt
needs,are taken in,particular,directive_(eu)_2016_343_en.txt
needs,are,in implementation taken into account,directive_(eu)_2016_343_en.txt
