ID	DE
1405	Datenverarbeitungsindustrie
5922	Datenverarbeitungssystem
5585	dauerhafte Entwicklung
325	Dauerkultur
367	Defizit
369	Deflation
2752	dehydriertes Lebensmittel
361	Dekonzentration
364	Dekret
5128	Delegation EP
8303	Delfin  [V4.3]
8421	deliberative Demokratie  [V4.3]
385	Demografie
1773	demografische Analyse
381	Demokratie
6287	Demokratiedefizit
2252	demokratische Partei
383	Demokratisierung
384	Demokratisierung des Bildungswesens
543	Demonstrationsrecht
386	Denaturierung
390	Departement
406	Deportierter
8549	Der Europäische Fonds für die Anpassung an die Globalisierung  [V4.3]
416	Desertifikation
6770	Desinformation
473	Destillation
1308	Deutsche Demokratische Republik
1318	Deutschland
5516	deutschsprachige Gemeinschaft
433	Devisen
2151	Devisengeschäft
182	Devisenkontrolle
1799	Devisenmarkt
2486	Devisenpolitik
522	Devisenrecht
3227	devisenrechtliche Beschränkung
3449	Devisenreserve
340	Dezentralisierung
434	Diabetes
6540	Diaspora
1344	Diäten
2753	diätetisches Lebensmittel
1299	die Britischen Jungferninseln
4779	die Demokratische Republik Kongo
3415	die Dominikanische Republik
5713	die ehemalige jugoslawische Republik Mazedonien
7198	die Föderierten Staaten von Mikronesien
1968	die Mongolei
2286	die Niederlande
2368	die Philippinen
5858	die Republik Moldau
5876	die Russische Föderation
3857	die Salomonen
4324	die Schweiz
5798	die Stratosphäre verschmutzende Substanz
5860	die Tschechische Republik
4580	die Türkei
5946	die Ukraine
726	die Vereinigte Arabische Emirate
4376	die Vereinigte Republik Tansania
888	die Vereinigte Staaten
5349	die Zentralafrikanische Republik
4742	Diebstahl
5436	Dienstalter
4099	Dienstleistung
4131	Dienstleistung gegen Entgelt
4661	Dienstleistungsbilanz
1384	Dienstleistungsgewerbe
6365	Dienstleistungskonzession
5725	Dienstleistungsmarkt
5206	Dienstleistungsunternehmen
3610	Dienstpersonal
8414	Dienstsiegel  [V4.3]
3772	Dieselkraftstoff
6824	Dieselmotor
8470	digitale Archivierung  [V4.3]
7939	digitale Kluft
7219	digitale Technologie
8453	digitaler Beweis  [V4.3]
6191	Digitalisierung
436	Diktatur
2048	Dillon-Runde
3206	diplomatische Beziehungen
5670	diplomatische Immunität
3367	diplomatische Vertretung
3578	diplomatischer Dienst
2835	diplomatischer Schutz
7935	diplomatisches Protokoll
5377	direkt gewählte Kammer
8422	direkte Demokratie  [V4.3]
277	direkte Kosten
1313	direkte Steuer
1491	Direktinvestition
4669	Direktverkauf
1733	Discountgeschäft
858	Diskont
3230	Diskontsatz
451	Diskothek
2666	diskriminierender Preis
6231	Diskriminierung aufgrund der sexuellen Orientierung
6230	Diskriminierung aufgrund des Alters
6254	Diskriminierung aufgrund von Behinderung
5592	Diskriminierung aus Gründen der Staatsangehörigkeit
3862	Disziplinarmaßnahme
2700	Disziplinarverfahren
480	Diversifizierung der Ausfuhren
6697	Diversifizierung der Energieversorgung
479	Diversifizierung der Produktion
6260	DNS
8552	Doha-Runde  [V4.3]
486	Dokument
1428	dokumentarische Datenverarbeitung
2918	dokumentarische Recherche
494	Dokumentation
5356	Dokumentationsstelle
4366	Dokumentationssystem
4168	Dokumentationswerkzeug
297	Dokumenten-Akkreditiv
774	Dokumentenerfassung
5109	Dokumentenerwerb
1350	Dokumentenindexierung
1079	Dokumentenlieferung
6188	Dokumentenmanagement
8534	Dolj  [V4.3]
1482	Dolmetschen
496	Dominica
5325	Doping
506	Doppelbeschäftigung
504	Doppelbesteuerung
505	doppelte Staatsangehörigkeit
5564	Doppelverdienst
996	Draht
3875	drahtlose Nachrichtenübermittlung
5527	Dreierkonferenz
511	Drente
5943	dritte Phase der WWU
2300	Drittland
3355	Drogenhandel
7933	Drogenkontrollprogramm der Vereinten Nationen
5614	Druckbehälter
5671	Drucker
1332	Druckerei
484	Dschibuti
2948	Duftpflanze
588	Dumping
764	Düngemittel
1382	Düngemittelindustrie
3805	dünne Folie
4405	Durchfuhrabgabe
894	Durchführbarkeitsstudie
928	Durchführung eines Projektes
4023	Durchführungsverordnung
3614	Durchgangsverkehr
1535	durchgehende Arbeitszeit
2683	Durchschnittspreis
3972	Durchsuchung
3988	Dürre
168	EADI
5344	EAG
978	EAGFL
980	EAGFL-Ausrichtung
979	EAGFL-Garantie
4482	EAG-Vertrag
2389	Ebene
5460	EBWE
6255	ECHO
6358	Ecofin
3709	Ecosoc
5302	ECOWAS-Staaten
6333	Ecu
841	Ecuador
5290	Edelgas
1886	Edelmetall
2381	Edelstein
5949	EDV-Benutzer
5929	EDV-Terminal
4055	EEF
6327	EFICS
176	EFTA
6101	EFTA-Gerichtshof
187	EFTA-Staaten
5413	EG-Aktion
3978	EG-Amtshaftungsklage
5576	EG-Ausgabe
5767	EG-Behörde
6346	EG-Beschäftigungsausschuss
5578	EG-Forschungsausgabe
5567	EG-Gemeinnützigkeitserklärung
5822	EG-Gesetzgebungsprogramm
5403	EG-Handelsabkommen
5590	EG-Haushaltsdisziplin
5866	EG-Haushaltsrücklage
5452	EG-Haushaltsvorentwurf
5674	EG-Initiative
5726	EG-Konformitätszeichen
5404	EG-Kooperationsabkommen
5327	EGKS
852	EGKS-Beihilfe
2608	EGKS-Darlehen
2592	EGKS-Umlage
4480	EGKS-Vertrag
5837	EG-Nichtigkeitsklage
5524	EG-Regierungskonferenz
5942	EG-Troika
5794	EG-Umweltpolitik
5696	EG-Umweltzeichen
5814	EG-Vertragsverletzungsverfahren
5577	EG-Verwaltungsausgabe
5506	EG-Verwaltungsausschuss
3178	EG-Zollgebiet
5437	ehemalige sozialistische Länder
1869	ehemaliger Kriegsteilnehmer
570	Eherecht
483	Ehescheidung
1818	Eheschließung
3330	ehrenamtliche Tätigkeit
3329	ehrende Auszeichnung
2121	Ei
2607	EIB-Darlehen
2212	Eierzeugnis
330	Eigenbedarfskultur
963	Eigenbewirtschaftung
3560	eigene Mittel
2818	Eigentum an beweglichen Sachen
3929	Eigentum an Gütern
2815	Eigentum an unbeweglichen Sachen
5093	Eigentumserwerb
2249	Eigentumsteilung
4503	Eigentumsübertragung
4208	Eigenverbrauch
2036	Einbürgerung
3347	Eindämmung der Kriminalität
1753	einfache Mehrheit
1693	Einfamilienhaus
1309	Einfuhr
4400	Einfuhrabgabe
3579	Einfuhrbeschränkung
288	Einfuhrkredit
1644	Einfuhrlizenz
1982	Einfuhrmonopol
2488	Einfuhrpolitik
2635	Einfuhrpreis
6268	Einfuhrüberwachung
1578	Einführung eines Produkts
2779	eingesalzenes Lebensmittel
443	eingeschränkte Verbreitung
7414	eingetragene Partnerschaft
3662	eingetragenes Warenzeichen
4700	Eingliederung in den Arbeitsprozess
7949	Eingliederungshilfe
2067	Eingliederungsplan
6754	Eingliederungsunternehmen
4034	Einheitliche Europäische Akte
5797	einheitliche Währungspolitik
5795	einheitliche Wechselkurspolitik
3180	einheitliches Zollpapier
842	Einhufer
1976	Einkammersystem
1199	Einkaufsgemeinschaft
2642	Einkaufspreis
5353	Einkaufszentrum
3659	Einkommen
3684	Einkommen der privaten Haushalte
1131	Einkommensgarantie
2490	Einkommenspolitik
1326	Einkommensteuer
3072	Einkommensumverteilung
3319	Einkommensverteilung
1436	Einmischung
2911	Einnahme
2263	Einparteiensystem
4005	Einreise von Ausländern
2163	Einrichtung der Gemeinschaft
3095	Einrichtung im Weltraum
5769	Einrichtung und Agentur der EU
1342	Einrichtungsbeihilfe
2643	Einschleusungspreis
3968	Einschulung
2686	Einstandspreis
2943	Einstellung
4593	Einstimmigkeit
2964	einstweilige Verfügung
694	Eintragung in die Wählerliste
1301	Eintragung ins Handelsregister
1302	Einwanderung
1480	Einweisung in eine Nervenheilanstalt
6564	Einwohnerkrankenversicherung
5	Einzelhandel
2652	Einzelhandelspreis
762	Einzelkind
5739	einzelstaatliche Durchführungsmaßnahme
1014	einzelstaatliche Finanzierung
824	Einzelunternehmen
4666	Einzelverkauf
1169	Eis
7945	Eisbrecher
981	Eisen
1417	Eisen- und Stahlindustrie
4382	Eisenbahntarif
1933	Eisenerz
1883	Eisenmetall
3827	Eisenwaren
2775	Eiweißerzeugnis
2846	Eiweiß-Substitut
691	El Salvador
747	elektrische Energie
5410	elektrischer Akkumulator
1828	elektrischer Leuchtkörper
3783	Elektrizitätsindustrie
707	Elektrochemie
4656	Elektrofahrzeug
3861	Elektrohaushaltsgerät
3859	Elektrokabel
5319	elektromagnetische Schadwirkung
3865	elektromagnetisches Material
3864	Elektromaschine
1833	Elektromaterial
708	Elektrometallurgie
709	Elektronik
849	Elektronikausrüstung
6411	Elektronikschrott
4755	elektronische Abstimmung
6189	elektronische Dokumentenverwaltung
1400	elektronische Industrie
3010	elektronische Post
6110	elektronische Publikation
6370	elektronische Signatur
6894	elektronische Verwaltung
6089	elektronischer Geschäftsverkehr
50	elektronisches Bauteil
6767	elektronisches Dokument
1971	elektronisches Geld
2192	elektronisches Gerät
710	Elektrotechnik
1401	elektrotechnische Industrie
2693	Elektroverfahren
5298	Elementarteilchen
672	Elementarunterricht
4874	Elendsviertel
1430	Elsass
3312	elterliche Gewalt
3316	elterliche Haftung
7981	Elternbeihilfe
5608	Embryo und Fetus
725	Emilia-Romagna
728	Emission von Wertpapieren
4843	Empfänger der Hilfe
162	Empfängnisverhütung
2926	Empfehlung
2927	Empfehlung der Gemeinschaft
2931	Empfehlung EAG
4020	Empfehlung EG
2930	Empfehlung EGKS
2781	empfindliche Ware
5958	empfindliche Zone
1758	endemische Krankheit
5720	endokrine Erkrankung
145	Endverbrauch
6700	energetischer Wirkungsgrad
2127	Energieangebot
378	Energiebedarf
4886	Energiebilanz
642	Energieeinsparung
2715	Energieerzeugung
2917	Energieforschung
308	Energiekrise
5861	Energienetz
4629	Energienutzung
2498	Energiepolitik
2654	Energiepreis
3538	Energiequellen
534	Energierecht
2945	Energierückgewinnung
4293	Energiespeicherung
1685	Energiestandort
4420	Energietechnologie
3741	Energieträger
4507	Energietransport
203	Energieumwandlung
142	Energieverbrauch
2312	Energieversorgung
475	Energieverteilung
3737	Energiewirtschaft
5438	England
291	englischsprachiges Afrika
4670	En-gros-Verkauf
4688	entbeintes Fleisch
948	Enteignung
359	Entkolonisierung
1646	Entlassung
1648	Entlassung aus wirtschaftlichem Grund
1343	Entlassungsgeld
3157	Entlaubung
5957	entmilitarisierte Zone
404	Entpolitisierung
1339	Entschädigung
348	Entscheidung
349	Entscheidung der Gemeinschaft
350	Entscheidung EAG
4014	Entscheidung EG
2580	Entscheidungsbefugnis
5762	Entscheidungsgremium
3470	Entschließung
3484	Entschließung der Gemeinschaft
6290	Entschließung des Europäischen Rates
5867	Entschließung des Parlaments
6289	Entschließung des Rats der Europäischen Union
3494	Entschließung EP
3490	Entschließung UNO
2877	Entseuchung
405	Entvölkerung
510	Entwässerung
4806	Entwicklungsbank
3047	Entwicklungsgebiet
8399	Entwicklungsgemeinschaft des Südlichen Afrika  [V4.3]
5337	Entwicklungshelfer
3077	Entwicklungshilfe
2101	Entwicklungshindernis
2295	Entwicklungsland
2393	Entwicklungsplan
2465	Entwicklungspolitik
2569	Entwicklungspotenzial
2431	Entwicklungsprogramm der Vereinten Nationen
5825	Entwurf des EG-Haushaltsplans
2799	Entwurf des Haushaltsplans
4137	Enzyklopädie
6111	Enzym
837	Epidemie
838	Epidemiologie
839	Epirus
7928	EPSO
3936	Erbrecht
2602	Erbringung von Dienstleistungen
3934	Erbschaft
1324	Erbschaftssteuer
5890	Erdbeben
3141	Erdbebenwarnung
1141	Erdgas
6699	Erdgas-Lagerstätte
2345	Erdnuss
1263	Erdnussöl
2366	Erdöl
2772	Erdölerzeugnis
3765	Erdölförderung
1414	Erdölindustrie
6702	Erdöl-Lagerstätte
3733	Erdölpolitik
3767	Erdölproduktion
2886	Erdölraffination
3764	Erdölsuche
4423	Erdöltechnologie
1487	Erfindung
1007	ergänzende Finanzierung
870	ergänzende produktbezogene Beihilfe
4073	ergänzender Mechanismus
2006	Ergänzungsabkommen
1369	Ergänzungsleistung
855	Ergonomie
133	Erhaltung der Fischbestände
134	Erhaltung der Ressourcen
1743	Erhaltung des Friedens
1742	Erhaltung von Arbeitsplätzen
5617	Eritrea
5718	Erkankung des Verdauungssystems
356	Erklärung zur Abstimmung
1756	Erkrankung der Atemwege
5719	Erkrankung des Nervensystems
6736	Erlass einer Steuerschuld
2583	Ermessensbefugnis
4234	Ernährer der Familie
1268	Ernährung
1225	Ernährungsgewohnheit
1279	Ernährungshygiene
5715	Ernährungskrankheit
2446	Ernährungspolitik
3559	Ernennung
8465	Ernennung der Mitglieder  [V4.3]
754	erneuerbare Energie
3551	erneuerbare Ressourcen
2925	Ernte
1722	Erntemaschine
3158	Erosion
867	Erprobung
2990	Ersatz von Futtergetreide
4311	Ersatzlebensmittel
3957	Ersatzstrafe
2378	Ersatzteil
5569	Erscheinungsfrist
840	Erschöpfung der Ressourcen
5489	erschwerender Tatumstand
3271	Ersetzung von Einfuhren
3138	Ersetzung von Ressourcen
834	Ersparnis
3568	Erstattung bei der Ausfuhr
3570	Erstattung bei der Einfuhr
3576	Erstattung bei der Erzeugung
8460	Erstattung der Beihilfen  [V4.3]
3176	Erstattung der Zollabgaben
3288	Erste Hilfe
5804	erste Phase der WWU
7213	Erster Weltkrieg
2593	erstmalige Beschäftigung
1327	Ertragssteuer
674	Erwachsenenbildung
160	Erwachsener
4057	Erweiterung der Europäischen Union
6704	Erweiterung einer internationalen Organisation
5476	Erweiterungsplatine
2550	Erwerbsbevölkerung
2552	erwerbstätige Bevölkerung
6106	erworbener Anspruch
4489	Erzaufbereitung
3753	Erzbergbau
1201	Erzeugergemeinschaft
2638	Erzeugerpreis
6790	Erzeugnis der biologischen Landwirtschaft
3824	Erzeugnis der Eisen- und Stahlindustrie
6915	Erzeugung von Kosmetika
6728	Erziehungsanstalt für straffällige Jugendliche
5603	Erziehungsaufsicht
7393	Erziehungssoziologie
5905	Erziehungsstatistik
105	Erziehungsurlaub
3747	Erzlagerstätte
3750	Erzproduktion
5619	Estland
869	Estremadura
6709	ESVP
890	Ethanol
1989	Ethik
3910	ethnische Diskriminierung
1202	ethnische Gruppe
6376	ethnische Säuberung
6394	Ethnografie
892	Ethnologie
893	Etikettierung von Bioprodukten
6095	ETSI
6725	EU-Beitrittsvertrag
6744	Eugenik
8475	EU-Militärausschuss  [V4.3]
2610	Euratom-Darlehen
3654	Eureka
4054	EURES
6334	Euribor
665	Euro
5478	Euro-Atlantischer Partnerschaftsrat
906	Eurocontrol
902	Euro-Dollar
903	Euro-Emission
904	Euro-Geldmarkt
8429	Eurogroup (Euro-Zone)  [V4.3]
908	Eurogroup (NATO)
6723	Eurojust
905	Eurokommunismus
900	Euro-Kredit
909	Europa
5629	Europa der Bürger
4123	europäisch-arabische Zusammenarbeit
7984	Europäische Agentur für chemische Stoffe
7221	Europäische Agentur für den Wiederaufbau
7936	Europäische Agentur für die Sicherheit des Seeverkehrs
7937	Europäische Agentur für Flugsicherheit
7938	Europäische Agentur für Netz- und Informationssicherheit
5427	Europäische Agentur für Sicherheit und Gesundheitsschutz am Arbeitsplatz
5426	Europäische Arzneimittel-Agentur
3715	Europäische Atomenergiegesellschaft
7126	Europäische Behörde für Lebensmittelsicherheit
5757	Europäische Beobachtungsstelle für Drogen und Drogensucht
6347	europäische Beschäftigungsstrategie
2008	europäische Bewegung
8488	Europäische Binnenschifffahrts-Union  [V4.3]
5485	europäische Charta
7985	Europäische Eisenbahnagentur
6079	Europäische Energiecharta
8284	Europäische Fischereiaufsichtsbehörde  [V4.3]
5343	Europäische Gemeinschaft
26	Europäische Gemeinschaften
6757	europäische Genossenschaft
4202	europäische Gesellschaft
6559	europäische Identität
1464	Europäische Integration
4838	Europäische Investitionsbank
4038	Europäische Kommission
5523	europäische Konferenz
5347	Europäische Konferenz der Verkehrsminister
3472	Europäische Konvention
6562	europäische Kulturveranstaltung
6161	Europäische Liga für wirtschaftliche Zusammenarbeit
3666	europäische Marke
5326	Europäische Menschenrechtskonvention
7932	Europäische Nachbarschaftspolitik
3646	europäische Norm
6091	Europäische Normungsorganisation
2187	europäische Organisation
2255	europäische Partei
5948	Europäische Politische Union
4070	Europäische Politische Zusammenarbeit
7986	Europäische Polizeiakademie
5848	europäische Region
3452	europäische Rüstungspolitik
628	Europäische Schule
3453	europäische Sicherheit
5395	Europäische Sozialcharta
3346	europäische Sozialpolitik
5700	europäische Sprache
5491	europäische Staatsbürgerschaft
5642	Europäische Stiftung für Berufsbildung
3717	Europäische Stiftung zur Verbesserung der Lebens- und Arbeitsbedingungen
5310	Europäische Umweltagentur
4060	Europäische Union
6547	europäische Vereinigung
4046	Europäische Vereinigung für Kooperation
7127	Europäische Verfassung
7982	Europäische Verteidigungsagentur
2499	europäische Verteidigungspolitik
697	europäische Wahl
6332	Europäische Währung
2829	Europäische Weltraumorganisation
5658	europäische wirtschaftliche Interessenvereinigung
4603	Europäische Zahlungsunion
5455	Europäische Zentralbank
6207	Europäische Zentrale der öffentlichen Wirtschaft
5284	Europäische Zivilluftfahrtkonferenz
210	Europäische Zusammenarbeit
2248	europäischer Abgeordneter
5193	europäischer audiovisueller Raum
1048	europäischer Beamter
6084	Europäischer Betriebsrat
2140	Europäischer Bürgerbeauftragter
7927	Europäischer Datenschutzbeauftragter
1056	Europäischer Fonds für regionale Entwicklung
973	Europäischer Fonds für währungspolitische Zusammenarbeit
2326	europäischer Führerschein
257	Europäischer Gerichtshof für Menschenrechte
5370	Europäischer Gewerkschaftsbund
6724	europäischer Haftbefehl
3616	europäischer Industrieraum
5645	Europäischer Investitionsfonds
4044	Europäischer Kommissar
4369	europäischer Kontenrahmen
5130	Europäischer öffentlicher Dienst
128	Europäischer Rat
256	Europäischer Rechnungshof
860	europäischer Rechtsraum
5910	europäischer Rechtsstatus
2272	europäischer Reisepass
4056	Europäischer Sozialfonds
6113	europäischer Sozialraum
1058	Europäischer Währungsfonds
6054	Europäischer Wirtschafts- und Sozialausschuss
5618	Europäischer Wirtschaftsraum
6309	europäisches Agrarmodell
6256	Europäisches Amt für Betrugsbekämpfung
5557	Europäisches Armeekorps
5406	europäisches Assoziierungsabkommen
1449	Europäisches Gewerkschaftsinstitut
3718	Europäisches Hochschulinstitut
5679	Europäisches Institut für öffentliche Verwaltung
6093	Europäisches Komitee für Normung
2243	Europäisches Parlament
5043	europäisches Patent
2123	Europäisches Patentamt
8427	europäisches Privatrecht  [V4.3]
5060	europäisches Sozialbudget
5312	europäisches Symbol
820	europäisches Unternehmen
4368	Europäisches Wahlsystem
4437	Europäisches Währungsabkommen
5680	Europäisches Währungsinstitut
4370	Europäisches Währungssystem
5883	Europäisches Zentralbanksystem
7983	Europäisches Zentrum für die Prävention und die Kontrolle von Krankheiten
8395	Europäisches Zentrum für Parlamentarische Wissenschaft und Dokumentation  [V4.3]
8430	Europäisierung  [V4.3]
6373	Europa-Mittelmeerraum-Partnerschaft
121	Europarat
3019	europaweites Fernsehen
421	European Association of National Productivity Centres
5630	Europol
3505	Eurorakete
907	Eurorechte
8409	Euroskepsis  [V4.3]
2198	Eurostat
6360	Euro-Teilnehmerkreis
901	Euro-Währung
6151	Euro-Zone
5177	Eurydice
6160	Eutelsat
6277	Euthanasie
916	Eutrophierung
4479	EU-Verträge
7199	Evakuierung der Bevölkerung
4481	EWG-Vertrag
5681	EWR-Institution
5531	EWR-Rat
5729	EWS-Wechselkursmechanismus
3946	exakte Naturwissenschaften
3062	Exekutive
2584	exekutive Gewalt
1173	Exilregierung
4086	Existenzminimum
3006	exklusiver Einkauf
1402	Exportindustrie
624	extensive Landwirtschaft
4030	externe Zuständigkeit EG
951	Exterritorialität
6178	Extranet
6622	extraterritoriale Gerichtsbarkeit
955	extreme Linke
954	extreme Rechte
5634	Extremismus
6888	extremistische Partei
2208	Facharbeiter
22	Fachausschuss
791	fächerübergreifender Unterricht
985	Fähre
8420	Fahrerflucht  [V4.3]
5956	Fahrgast
6612	fahrlässige Straftat
2349	Fahrpersonal
4651	Fahrzeug
848	Fahrzeugausrüstung
3111	Fahrzeugpapier
3097	Fahrzeugvermietung
6364	fairer Handel
8472	fairer Tourismus  [V4.3]
957	Fakturierung
1771	Falklandinseln
5628	Fallstudie
6718	fallweise geleistete Aushilfsarbeit
8434	Falschmünzerei  [V4.3]
965	Familie
6918	Familie der Cervidae
3301	Familie mit einem Elternteil
5056	Familienbudget
2604	Familienleistung
3315	Familienname
2398	Familienplanung
2501	Familienpolitik
540	Familienrecht
6539	Familiensolidarität
4184	Familienstand
5390	Familienunterhalt
821	Familienunternehmen
1912	Familienwanderung
4788	Fanggebiet
1652	Fanggrund
5229	Fangkontrolle
5256	Fangmenge nach Arten
2879	Fangquote
2323	Fangzeit
968	FAO
3811	Farbe und Lack
6038	Farbstoff
1381	Farbstoffindustrie
1294	Färöer
1146	Färse
971	Faschismus
1770	Fehlernährung
4088	Feingrieß
1845	Feinmechanik
4739	Feldweg
1573	fermentierte Milch
3552	Fernarbeit
5339	Fernbleiben von der Arbeit
956	Ferner Osten
4426	Fernerkundung
5198	Fernladen von Programmen
3860	Fernmeldegerät
4432	Fernsehen
2185	Fernsehgerät
4698	Fernsehtext
779	Fernunterricht
3837	Ferrolegierung
3880	Fertigbauweise
2765	Fertigerzeugnis
6298	Fertigungsstandard
2423	Festlandsockel
3970	Festnahme
2675	Festpreis
1675	Feststellung der Ausgaben
239	Fettkörper
4797	Feuchtzone
1827	feuerfestes Material
2759	feuergefährlicher Stoff
3434	Feuerwaffe
8435	Feuerwerk  [V4.3]
5668	FIAF
993	Fidschi
1363	Filmindustrie
5994	Filmkunst
3186	Finanzabkommen
1811	Finanzanalyse
2319	Finanzausgleich
4282	Finanzautonomie
4855	Finanzbedarf
560	Finanzbestimmung
8469	Finanzdienstleistungen  [V4.3]
1164	Finanzgebaren
3987	Finanzgerichtsbarkeit
922	Finanzhilfe
1485	finanzielle Intervention
5787	Finanzielle Vorausschau
211	finanzielle Zusammenarbeit
73	finanzieller Beistand
2355	finanzieller Verlust
1000	Finanzierung
1010	Finanzierung der Ausfuhren
1008	Finanzierung der Hilfe
1009	Finanzierung der Industrie
3258	Finanzierung des Gemeinschaftshaushalts
1012	Finanzierung des Haushalts
1952	Finanzierungsart
2394	Finanzierungsplan
2466	Finanzierungspolitik
872	Finanzinstitut mit Sonderaufgaben
1452	Finanzinstitution
1459	Finanzinstrument
1460	Finanzinstrument der Gemeinschaft
189	Finanzkontrolle
4187	Finanzlage
1804	Finanzmarkt
2403	Finanzplanung
2502	Finanzpolitik
5827	Finanzprotokoll
4263	Finanzstatistik
1019	Finnland
2889	Firmenbezeichnung
1055	Firmenwert
2435	Fisch
2311	Fischer
915	Fischerei der Gemeinschaft
2307	Fischerei mit Fabrikschiffen
2556	Fischereiabkommen
2718	Fischereierzeugnis
4829	Fischereifahrzeug
1035	Fischereiflotte
2921	Fischereiforschung
2561	Fischereihafen
3001	Fischereilizenz
5228	Fischereiordnung
2476	Fischereipolitik
544	Fischereirecht
3544	Fischereiressourcen
2329	Fischereischein
4260	Fischereistatistik
5913	Fischereistrukturen
1159	Fischereiverwaltung
1372	Fischereiwesen
4790	Fischereizone
997	Fischernetz
2732	Fischerzeugnis
5255	Fischfang
6124	Fischkrankheit
1265	Fischöl
2384	Fischzucht
2727	Flächenproduktivität
1144	Flächenstilllegung
3801	Flacherzeugnis
1667	Flachs
4103	Flagge
5514	flämische Gemeinschaft
3061	flämische Region
4719	Flaschenwein
4681	Fleisch
2738	Fleischerzeugnis
1374	Fleischindustrie
5637	Flevoland
6350	flexible Arbeitsbedingungen
4393	flexibler Wechselkurs
4546	Fließbandarbeit
2708	Fließbandproduktion
1032	Flößerei
2986	Flüchtling
3075	Flüchtlingshilfe
195	Flughafen
3125	Fluglinie
4438	Flugzeug
5801	Flugzeugträger
1042	Fluor
3265	Flurbereinigung
2040	Fluss-Schifffahrt
8461	Flusstourismus  [V4.3]
3042	Föderalismus
7129	Folgerecht des Urhebers des Originals eines Kunstwerkes
2419	Folienanbau
4467	Folter
5644	Fonds des Europarates
1052	Fonds EG
5561	Förderkriterium
2804	Förderung des Handels
775	Förderung von Baumaßnahmen
5847	förderungswürdige Region
1076	Formular
2914	Forschung
5237	Forschung und Entwicklung
2896	Forschungsbericht
6306	Forschungsergebnis
3652	Forschungsetat
1507	Forschungsinstitut der Vereinten Nationen für soziale Entwicklung
1894	Forschungsmethode
3655	Forschungspersonal
2478	Forschungspolitik
3656	Forschungspolitik der Gemeinschaft
2795	Forschungsprogramm
3660	Forschungsstelle
2801	Forschungsvorhaben
6721	Forstaufseher
563	Forstgesetzgebung
2505	Forstpolitik
6325	forstwirtschaftliche Zertifizierung
2992	forstwirtschaftlicher Zusammenschluss
677	Fortbildung
3689	fortgeschrittener Werkstoff
7135	Fortpflanzungsgesundheit
6907	Forum
6045	fossiler Brennstoff
2373	Fotochemie
1416	fotografische Industrie
1099	Fracht
2043	Frachtschiff
1242	Fragestunde
1197	Fraktion
2072	fraktionsloser Abgeordneter
450	Fraktionszwang
1089	Franche-Comté
1090	Franchising
1085	Frankreich
2032	Französische Antillen
5515	französische Gemeinschaft
8374	Französische Süd- und Antarktisgebiete  [V4.3]
1220	Französisch-Guayana
2547	Französisch-Polynesien
332	französischsprachiges Afrika
5280	Frau
3530	Frauenarbeit
5977	Frauenarbeitslosigkeit
2003	Frauenbewegung
4159	frei gewordener Sitz
5722	frei lebendes Säugetier
5733	frei verkäufliches Medikament
3150	freie Natur
74	freie Partnerschaft
5194	freie Verbreitung von Programmen
2788	freier Beruf
1808	freier Devisenmarkt
1638	freier Dienstleistungsverkehr
1630	freier Kapitalverkehr
1633	freier Personenverkehr
2678	freier Preis
1637	freier Verkehr
1631	freier Warenverkehr
1635	freier Wettbewerb
2275	Freihandelsabkommen
4789	Freihandelszone
1797	freihändige Vergabe
3914	Freiheit der Lehre
3996	Freiheit der Meere
1623	Freiheit der Schifffahrt
3565	Freiheit des gewerkschaftlichen Zusammenschlusses
3945	Freiheitsberaubung
3588	Freiheitsbeschränkung
4323	Freitod
5125	freiwilliger Entwicklungshelfer
3445	freiwilliger Wehrdienst
1700	Freizeit
5166	Freizeitpark
4793	Freizone
3906	Freizügigkeit
1634	Freizügigkeit der Arbeitnehmer
3912	Fremdenhass
3341	Fremdenverkehr in ländlichen Gebieten
3608	Fremdenverkehrsberuf
3705	Fremdenverkehrspolitik
1581	Fremdsprache
1100	Friaul-Julisch-Venetien
6722	Friede
3510	Friedenszone
5488	Friedhof
6024	friedliche Koexistenz
4631	friedliche Nutzung von Energie
1101	Friesland
2438	Frischfisch
4689	Frischfleisch
1608	Frischgemüse
1112	Frischkäse
1119	Frischobst
5232	Frischprodukt
8439	Frontex  [V4.3]
1605	Fruchtgemüse
1552	Fruchtsaft
2594	frühe Kindheit
2625	Frühobst und Frühgemüse
2325	Führerschein
5080	Führungskraft
5997	Führungsschicht
5057	Funktionshaushaltsplan EGKS
2843	Fürsorge für Mutter und Kind
3822	Fürstentum Asturien
6854	Fußgänger
4799	Fußgängerzone
1122	Fusion von Unternehmen
183	Fusionskontrolle
4032	Fusionsvertrag
320	Futterbau
5363	Futtergetreide
1224	Futtermittel
2412	Futterpflanze
4857	Futterrübe
1124	Gabun
8531	Galati  [V4.3]
1127	Galicien
1128	Gambia
2682	garantierter Mindestpreis
2674	garantierter Preis
2975	Garantieschwelle
1260	Gartenbau
1139	Gas
1142	Gasfernleitung
5440	Gasgerät
3738	Gasohol
5788	GASP
1373	Gaststättengewerbe
7395	Gasversorgung
6115	GATS
1136	GATT
7992	Gävleborg
974	Gebärhäufigkeit
4831	Gebäude
4414	Gebäudeausrüstung
1514	Gebäudeisolierung
2294	Geberland
6313	Gebiet mit aus Gründen des Naturschutzes eingeschränkter landwirtschaftlicher Nutzung
