ID	FR
92	confidentialité
3959	confiscation de biens
93	confiserie
95	conflit de compétences
6535	conflit de génération
94	conflit de juridictions
8416	conflit d'intérêt  [V4.3]
98	conflit du travail
5528	conflit interethnique
99	conflit international
100	conflit racial
6627	conflit religieux
101	conflit social
102	congé de maladie
103	congé de maternité
6924	congé de paternité
104	congé formation
105	congé parental
106	congé payé
5529	congé politique
107	congé sans solde
108	congé social
6273	congé spécial
109	congélation
110	conglomérat
111	Congo
7346	Congrès des pouvoirs locaux et régionaux de l'Europe
7343	congrès d'un parti
6717	conjoint aidant
112	conjoncture économique
113	Connacht
115	conseil d'administration
116	Conseil d'association CE
118	Conseil de coopération culturelle
5530	Conseil de coopération du Golfe
120	Conseil de l'Asie et du Pacifique
5531	Conseil de l'EEE
121	Conseil de l'Europe
114	Conseil de l'Union européenne
8370	Conseil de l'unité économique arabe  [V4.3]
5478	Conseil de partenariat euro-atlantique
123	Conseil de sécurité ONU
124	Conseil de tutelle ONU
125	Conseil des communes et régions d'Europe
8396	Conseil des États de la mer Baltique  [V4.3]
126	Conseil des ministres
4041	Conseil des ministres ACP-CE
5532	conseil et expertise
128	Conseil européen
129	Conseil nordique
131	conseiller agricole
3989	conseiller juridique
3086	conséquence économique
132	conservation des aliments
133	conservation des pêches
134	conservation des ressources
135	conservatisme
136	conserverie
5533	consignation de produit polluant
137	consolidation de la dette
5534	consolidation du droit communautaire
138	consommateur
139	consommation
140	consommation alimentaire
141	consommation d'eau
142	consommation d'énergie
143	consommation des ménages
145	consommation finale
3201	consommation industrielle
146	consommation intérieure
3202	consommation mondiale
147	consommation par tête
3060	consortium
8530	Constanta  [V4.3]
148	constitution
150	constitution de société
149	constitution d'un parti
7127	constitution européenne
153	construction de route
6737	construction illégale
154	construction métallique
155	construction navale
3376	construction urbaine
5535	consulat
157	consultation des travailleurs
156	consultation d'information
8418	consultation publique  [V4.3]
158	conteneur
159	contentieux électoral
6930	contentieux territorial
161	contingent tarifaire
162	contraception
163	contraction de la semaine
164	contrat
5536	contrat administratif
6366	contrat commercial
165	contrat d'assurance
3120	contrat de transport
166	contrat de travail
167	contrefaçon
5537	contrepartie d'accord
169	contreplaqué
170	contribuable
5538	contributeur net
3259	contribution des États membres
5539	contribution PNB
5540	contrôle à la frontière
171	contrôle administratif
172	contrôle aérien
3251	contrôle bancaire
173	contrôle budgétaire
4125	contrôle communautaire
151	contrôle de constitutionnalité
4079	contrôle de douane
174	contrôle de gestion
3107	contrôle de la circulation
175	contrôle de la communication
177	contrôle de la pollution
178	contrôle de liquidité
3055	contrôle de police
179	contrôle de production
180	contrôle de qualité des produits industriels
5541	contrôle des aides d'État
3506	contrôle des armements
182	contrôle des changes
183	contrôle des concentrations
184	contrôle des connaissances
5542	contrôle des exportations
185	contrôle des migrations
5229	contrôle des pêches
188	contrôle des prix
189	contrôle financier
3262	contrôle fiscal
7929	contrôle juridictionnel
190	contrôle parlementaire
191	contrôle phytosanitaire
6100	contrôle qualitatif des produits agricoles
192	contrôle sanitaire
3117	contrôle technique
7927	Contrôleur européen de la protection des données
4049	convention ACP-CE
193	convention CIV
194	convention collective
196	convention d'Arusha
197	convention de Lomé
198	convention de Lomé I
199	convention de Lomé II
4053	convention de Lomé III
5318	convention de Lomé IV
200	convention de Yaoundé
3472	convention européenne
5326	convention européenne des droits de l’homme
3261	convention fiscale
5543	convention intergouvernementale CE
3468	convention internationale
201	convention ONU
202	convergence économique
203	conversion de l'énergie
3523	conversion d'emploi
3066	conversion économique
2936	conversion industrielle
204	convertibilité monétaire
5337	coopérant
206	coopération administrative
6917	coopération agricole
4121	coopération arabo-africaine
207	coopération commerciale
208	coopération culturelle
5544	coopération dans les affaires intérieures
5545	coopération douanière
209	coopération économique
6131	Coopération économique Asie-Pacifique
6920	coopération en éducation
5546	coopération environnementale
4123	coopération euro-arabe
210	coopération européenne
211	coopération financière
6342	coopération fiscale européenne
213	coopération industrielle
214	coopération institutionnelle
215	coopération interentreprises
5547	coopération intergouvernementale UE
5548	coopération interinstitutionnelle CE
216	coopération internationale
5549	coopération interparlementaire
217	coopération judiciaire
8480	coopération judiciaire civile UE  [V4.3]
5550	coopération judiciaire pénale UE
3491	coopération juridique
218	coopération militaire
219	coopération monétaire
5551	coopération policière
5552	coopération policière UE
220	coopération politique
4070	coopération politique européenne
221	coopération régionale
6274	coopération renforcée
223	coopération scientifique
224	coopération Sud-Sud
225	coopération technique
226	coopération transfrontalière
8476	coopération UE-OTAN  [V4.3]
227	coopérative
228	coopérative agricole
229	coopérative de consommation
230	coopérative de crédit
5553	coopérative de logement
6757	coopérative européenne
231	coordination des aides
5554	coordination des financements
5555	coordination des politiques UEM
5185	coproduction audiovisuelle
234	copropriété
236	Corée du Nord
235	Corée du Sud
237	Coreper
4404	coresponsabilité des producteurs
5556	Corne de l'Afrique
238	corporatisme
5557	Corps européen
239	corps gras
240	corps gras animal
241	corps gras végétal
7128	corpus juris communautaire
242	correspondance
243	corrosion
245	corruption
246	Corse
5558	COSAC
6716	cosmologie
5236	COST
247	Costa Rica
248	cotation boursière
249	Côte d'Ivoire
250	cotisation sociale
251	cotisation sucre
252	coton
253	coup d'État
6101	Cour AELE
255	Cour de justice des Communautés européennes
256	Cour des comptes européenne
257	Cour européenne des droits de l'homme
7192	Cour interaméricaine des droits de l'homme
258	Cour internationale de justice
7193	Cour pénale internationale
259	courant migratoire
3010	courrier électronique
260	cours d'eau
262	cours des valeurs
263	courtier
266	coût de capital
267	coût de distribution
268	coût de fonctionnement
271	coût de la construction
272	coût de la pollution
273	coût de la santé
274	coût de la vie
269	coût de l'éducation
275	coût de production
276	coût de stockage
264	coût d'équipement
265	coût d'investissement
277	coût direct
278	coût du crédit
279	coût salarial
282	coût social
4098	coutumes et traditions
6564	couverture maladie universelle
8501	Covasna  [V4.3]
5559	créance
283	création artistique
284	création d'emploi
5205	création d'entreprise
285	crédit
286	crédit à court terme
289	crédit à la consommation
287	crédit à l'exportation
288	crédit à l'importation
290	crédit à long terme
292	crédit à moyen terme
6339	crédit agricole
3253	crédit budgétaire
293	crédit commercial
294	crédit croisé
296	crédit de paiement
295	crédit d'investissement
297	crédit documentaire
3229	crédit gratuit
298	crédit immobilier
299	crédit industriel
300	crédit international
301	crème
303	crème glacée
305	Crète
3944	crime contre les biens
3943	crime contre les personnes
3920	crime contre l'humanité
306	crime de guerre
3348	criminalité
3027	criminalité informatique
5560	criminalité organisée
307	criminologie
308	crise de l'énergie
3225	crise monétaire
309	crise politique
6706	critère d'adhésion
5562	critère de convergence
5561	critère d'éligibilité
5563	Croatie
6748	croissance de l'entreprise
310	croissance économique
312	Croix-Rouge
313	crustacé
6778	cryptographie
314	Cuba
315	cuir
316	cuivre
317	culture
318	culture céréalière
319	culture en terrasse
6320	culture énergétique
320	culture fourragère
322	culture fruitière
323	culture industrielle
6317	culture irriguée
324	culture maraîchère
6321	culture oléagineuse
7948	culture organisationnelle
325	culture permanente
8419	culture politique  [V4.3]
326	culture populaire
5171	culture régionale
327	culture sans terre
328	culture sous serre
329	culture tropicale
330	culture vivrière
3036	cumul de mandats
331	cumul de pensions
5564	cumul de revenus
333	Curaçao
3293	cybernétique
335	cycle économique
3840	cycle et motocycle
5565	cyclone
5303	cytologie
7991	Dalécarlie
8523	Dâmbovita  [V4.3]
336	Danemark
8303	dauphin  [V4.3]
338	débat parlementaire
6355	débauchage
339	déboisement
340	décentralisation
341	décharge du budget
6409	décharge sauvage
343	déchet
344	déchet agricole
6410	déchet chimique
6103	déchet dangereux
6411	déchet électronique
6412	déchet hospitalier
345	déchet industriel
4141	déchet ménager
5294	déchet métallique
346	déchet non récupérable
347	déchet radioactif
348	décision
4014	décision CE
350	décision CEEA
349	décision communautaire
352	décision générale CECA
353	décision individuelle CECA
7194	décision-cadre
355	déclaration de candidature
356	déclaration de vote
354	déclaration d'entente
5566	déclaration d'impôt
5567	déclaration d'intérêt communautaire
6896	déclaration du gouvernement
5568	déclaration publique
3735	déclassement de centrale
358	décollage économique
359	décolonisation
360	décompte des voix
361	déconcentration
362	découpage administratif
363	découpage électoral
6303	découverte scientifique
364	décret
365	déduction fiscale
366	défense antimissile
3448	défense stratégique
367	déficit
368	déficit budgétaire
6287	déficit démocratique
369	déflation
3157	défoliation
370	défrichement
371	dégradation de l'environnement
2060	degré de pollution
6210	délai de paiement
5569	délai d'édition
4124	délégation de la Commission
3038	délégation de pouvoir
7337	délégation interparlementaire
3040	délégation parlementaire
5128	délégation PE
374	délinquance
375	délinquance juvénile
8420	délit de fuite  [V4.3]
5570	délit d'initiés
574	délit économique
5571	délit environnemental
3951	délit fiscal
6612	délit non intentionnel
5572	délit sexuel
7956	délocalisation
377	demande de consommation
376	demande d'emploi
378	demande énergétique
379	démission du gouvernement
381	démocratie
8421	démocratie délibérative  [V4.3]
8422	démocratie directe  [V4.3]
8423	démocratie participative  [V4.3]
382	démocratie populaire
8424	démocratie représentative  [V4.3]
383	démocratisation
384	démocratisation de l'éducation
385	démographie
386	dénaturation
5573	dénomination du produit
5574	dénonciation d'accord
387	denrée périssable
389	densité de population
3593	dentiste
3456	dénucléarisation
3566	déontologie professionnelle
390	département
391	département d'outre-mer
6542	dépendance des personnes âgées
392	dépense
5575	dépense agricole
393	dépense alimentaire
394	dépense budgétaire
5576	dépense communautaire
396	dépense de consommation
3447	dépense de défense
397	dépense de fonctionnement
5577	dépense de fonctionnement CE
5578	dépense de recherche CE
3365	dépense de santé
398	dépense hors budget
399	dépense nationale
400	dépense non obligatoire
401	dépense obligatoire
402	dépense opérationnelle
5579	dépense opérationnelle CE
403	dépense publique
5580	dépense structurelle
404	dépolitisation
405	dépopulation
406	déporté
407	dépositaire
408	dépôt bancaire
6104	dépôt légal
409	dépréciation du capital
410	déréglementation
5581	dérogation au droit communautaire
411	désarmement
412	désastre d'origine humaine
413	désastre naturel
414	description d'emploi
415	désert
416	désertification
417	déshydratation
6770	désinformation
418	désistement
419	désobéissance civile
3663	dessin et modèle
6919	destruction des armes
420	destruction des cultures
3973	détention provisoire
3955	détenu
422	détroit
5582	dette
5583	dette douanière
423	dette extérieure
424	dette publique
425	deuxième chambre
5584	deuxième phase de l'UEM
426	dévaluation
5585	développement durable
427	développement économique
429	développement industriel
430	développement intégré
7195	développement personnel
431	développement régional
1542	développement rural
432	développement social
433	devise
7347	devoirs du citoyen
5586	devoirs du fonctionnaire
434	diabète
5305	diagnostic médical
5587	dialogue social
5588	dialogue social communautaire
6540	diaspora
436	dictature
438	dictionnaire
4135	dictionnaire d'abréviations
4134	dictionnaire multilingue
3279	didacticiel
3950	diffamation
439	différence culturelle
6173	différend commercial
440	différend international
442	diffusion de la culture
441	diffusion de l'information
5589	diffusion de l'information communautaire
6297	diffusion des innovations
443	diffusion restreinte
444	diffusion sélective d'information
445	dimension de l'entreprise
6898	diplomatie parlementaire
446	diplôme
3543	directeur d'entreprise
447	direction d'entreprise
448	directive
4015	directive CE
4019	directive CEEA
449	directive communautaire
5590	discipline budgétaire CE
450	discipline de vote
5591	discipline militaire
451	discothèque
452	discours
5592	discrimination basée sur la nationalité
455	discrimination économique
3910	discrimination ethnique
6230	discrimination fondée sur l'âge
6231	discrimination fondée sur l'orientation sexuelle
6254	discrimination fondée sur un handicap
456	discrimination linguistique
457	discrimination politique
458	discrimination raciale
459	discrimination religieuse
454	discrimination sexuelle
460	disparité de prix
461	disparité économique
462	disparité régionale
3053	disparition forcée
466	disponibilité énergétique
3220	disponibilité monétaire
5593	dispositif antipollution
467	dispositif de conduite
468	dispositif de sécurité
469	dispositif de signalisation
3871	disque
470	dissidence
471	dissolution du Parlement
472	dissuasion
473	distillation
3329	distinction honorifique
6901	distributeur automatique
3218	distributeur commercial
474	distribution commerciale
476	distribution de l'eau
477	distribution de l'électricité
475	distribution d'énergie
7395	distribution du gaz
478	distribution exclusive
3008	distribution sélective
7869	district d’Alytus
7870	district de Kaunas
7871	district de Klaipeda
7872	district de Marijampole
7873	district de Panevezys
7874	district de Siauliai
7875	district de Taurage
7876	district de Telsiai
7878	district de Vilnius
7877	district d’Utena
479	diversification de la production
480	diversification des exportations
6697	diversification énergétique
482	division internationale du travail
483	divorce
484	Djibouti
485	doctrine juridique
486	document
487	document audiovisuel
489	document de séance
3115	document de transport
488	document d'identité
491	document douanier
6767	document électronique
492	document officiel
493	document parlementaire
3180	document unique
494	documentation
8534	Dolj  [V4.3]
1086	DOM français
3940	domicile légal
496	Dominique
497	dommage
498	dommage de guerre
499	dommages et intérêts
500	don
501	donation
5594	données médicales
5595	données personnelles
5325	dopage
502	douane
504	double imposition
505	double nationalité
506	double occupation
508	douzième provisoire
509	dragage
510	drainage
4103	drapeau
511	Drenthe
514	droit à la culture
516	droit à la justice
6628	droit à la santé
512	droit à l'éducation
8426	droit à l'image  [V4.3]
513	droit à l'information
7348	droit à l'intégrité physique
6106	droit acquis
517	droit administratif
518	droit aérien
3915	droit au développement
7411	droit au logement
520	droit au travail
521	droit bancaire
6730	droit bouddhique
522	droit cambiaire
6731	droit canonique
523	droit civil
524	droit commercial
6923	droit commercial international
525	droit communautaire
5127	droit communautaire-droit national
3922	droit comparé
527	droit constitutionnel
528	droit coutumier
6536	droit d'adoption
5596	droit d'agir en justice
5597	droit d'asile
529	droit d'auteur
5296	droit de garde
533	droit de grève
539	droit de la concurrence
540	droit de la famille
541	droit de la guerre
542	droit de la mer
3359	droit de la sécurité sociale
534	droit de l'énergie
535	droit de l'environnement
537	droit de l'espace
538	droit de l'individu
5196	droit de l'information
3028	droit de l'informatique
543	droit de manifester
544	droit de pêche
546	droit de préemption
547	droit de reprise
4004	droit de séjour
7129	droit de suite
7352	droit de visite
548	droit de vote
530	droit d'enregistrement
4018	droit dérivé
549	droit des assurances
550	droit des brevets
551	droit des États
552	droit des étrangers
3665	droit des marques
5598	droit des obligations
554	droit des sociétés
555	droit des transports
531	droit d'escale
532	droit d'établissement
556	droit du logement
557	droit du travail
6732	droit ecclésial protestant
558	droit électoral
561	droit fiscal
562	droit fiscal international
6733	droit hébraïque
6734	droit hindouiste
564	droit humanitaire international
565	droit international
6922	droit international du travail
4010	droit international économique
566	droit international privé
567	droit international public
4009	droit international-droit interne
6729	droit interne des religions
569	droit maritime
570	droit matrimonial
6565	droit médical
7809	droit militaire
6735	droit musulman
571	droit national
7399	droit naturel
572	droit nucléaire
573	droit pénal
575	droit pénal international
7349	droit pénal militaire
3954	droit pénitentiaire
576	droit privé
8427	droit privé européen  [V4.3]
578	droit public
4012	droit public économique
5599	droit régional
7350	droit romain
579	droit rural
580	droit social
3936	droit successoral
581	droit territorial
582	droite politique
519	droits antidumping
583	droits civiques
4078	droits de douane
3974	droits de la défense
585	droits de la femme
3916	droits de l'enfant
584	droits de l'homme
4401	droits de timbre
587	droits de tirage spéciaux
553	droits des minorités
5600	droits du fonctionnaire
3370	droits du malade
4080	droits du TDC
3901	droits économiques
3900	droits politiques
3899	droits sociaux
3564	droits syndicaux
588	dumping
6105	dumping social
3116	durée de la conduite
3642	durée de vie du produit
590	durée des études
591	durée du bail
3113	durée du transport
592	durée du travail
593	durée légale du travail
3318	dynamique de la population
168	EADI
597	eau
598	eau communautaire
600	eau de baignade
599	eau d'infiltration
602	eau douce
606	eau minérale
607	eau potable
608	eau salée
609	eau souterraine
3147	eau stagnante
610	eau superficielle
612	eau usée
601	eau-de-vie
603	eaux intérieures
605	eaux internationales
611	eaux territoriales
613	échange agricole
614	échange commercial
3189	échange compensé
5297	échange de jeunes
617	échange de publications
616	échange d'information
618	échange extracommunautaire
619	échange intracommunautaire
620	échange par groupe de pays
621	échange par pays
622	échange par produits
5122	échange scientifique
5176	échange scolaire
3339	échange touristique
623	échantillonnage
625	échelle des salaires
6255	ECHO
626	éclairage
6358	Ecofin
627	école à l'étranger
628	école européenne
629	école internationale
630	école maternelle
631	école nationale
632	écologie
633	écologisme
634	économétrie
637	économie
638	économie agricole
639	économie collective
640	économie concertée
643	économie de guerre
7951	économie de la connaissance
644	économie de l'entreprise
6396	économie de l'environnement
646	économie de marché
647	économie de subsistance
641	économie d'échelle
642	économie d'énergie
648	économie des transports
649	économie dirigée
650	économie domestique
6108	économie en transition
651	économie forestière
652	économie industrielle
653	économie internationale
654	économie mixte
655	économie nationale
657	économie planifiée
658	économie postindustrielle
659	économie publique
660	économie régionale
3082	économie sociale
661	économie souterraine
662	économie urbaine
3709	Ecosoc
663	Écosse
664	écosystème
6404	écosystème marin
6405	écosystème terrestre
5601	écran
6333	écu
5602	écu privé
667	édition
6110	édition électronique
668	éducation
669	éducation à domicile
6397	éducation à l'environnement
670	éducation artistique
671	éducation comparée
672	éducation de base
673	éducation de masse
674	éducation des adultes
675	éducation des étrangers
676	éducation non formelle
677	éducation permanente
678	éducation physique
679	éducation préscolaire
680	éducation sanitaire
681	éducation sexuelle
682	éducation spéciale
5603	éducation surveillée
683	édulcorant
684	effectif scolaire
5605	effet de serre atmosphérique
686	effluent radioactif
6327	EFICS
687	égalité de rémunération
688	égalité de traitement
689	égalité devant la loi
3913	égalité homme-femme
7896	Égée méridionale
7895	Égée septentrionale
4101	église
690	Égypte
691	El Salvador
5606	élaboration du droit communautaire
4057	élargissement de l'Union européenne
692	élargissement du marché
6704	élargissement d'une organisation internationale
695	élection
696	élection anticipée
697	élection européenne
698	élection indirecte
699	élection locale
700	élection nationale
701	élection parlementaire
702	élection partielle
704	élection présidentielle
705	élection primaire
5607	élection régionale
3571	élection syndicale
706	électorat
707	électrochimie
708	électrométallurgie
709	électronique
710	électrotechnique
3809	élément chimique
711	élevage
713	élevage au sol
714	élevage de crustacés
715	élevage intensif
716	élève
717	éligibilité
718	élimination des déchets
5118	élu local
719	émancipation
720	emballage
721	embouche
722	embouteillage
5608	embryon et fœtus
724	émigration
725	Émilie-Romagne
726	Émirats arabes unis
728	émission de valeurs
729	émission monétaire
5609	emploi des langues
731	emploi réservé
732	employé
733	employé de bureau
734	employé des services publics
735	employeur
3953	emprisonnement
736	emprunt
738	emprunt communautaire
739	emprunt international
740	emprunt public
741	émulsifiant alimentaire
3231	encadrement du crédit
6112	encéphalopathie spongiforme bovine
7353	enclave territoriale
4137	encyclopédie
742	endettement
743	énergie des vagues
744	énergie douce
746	énergie dure
747	énergie électrique
748	énergie éolienne
749	énergie géothermique
750	énergie hydraulique
751	énergie hydroélectrique
752	énergie marémotrice
753	énergie nucléaire
754	énergie renouvelable
756	énergie solaire
757	énergie thermique
758	enfant
759	enfant abandonné
3302	enfant adopté
760	enfant de migrant
6738	enfant des rues
761	enfant naturel
762	enfant unique
763	engagement des dépenses
764	engrais
765	engrais chimique
767	engrais organique
768	engraissement
769	enlèvement politique
771	enquête de consommation
770	enquête économique
3971	enquête judiciaire
6891	enquête parlementaire
772	enquête sociale
773	enregistrement des données
774	enregistrement documentaire
776	enrichissement du combustible
777	enseignant
778	enseignement
779	enseignement à distance
780	enseignement agricole
781	enseignement automatisé
3277	enseignement commercial
782	enseignement confessionnel
5324	enseignement de la conduite
783	enseignement des langues
784	enseignement général
785	enseignement gratuit
787	enseignement laïc
788	enseignement médical
789	enseignement obligatoire
790	enseignement paramédical
791	enseignement pluridisciplinaire
792	enseignement postuniversitaire
793	enseignement primaire
794	enseignement privé
795	enseignement professionnel
796	enseignement public
798	enseignement scientifique
799	enseignement secondaire
800	enseignement supérieur
801	enseignement technique
802	entente
803	entente horizontale
804	entente illicite
805	entente internationale
806	entente verticale
808	entraide agricole
5610	entraînement militaire
809	entrave non tarifaire
810	entrave tarifaire
811	entrave technique
812	entrepôt douanier
3542	entrepreneur
813	entreprise
814	entreprise artisanale
815	entreprise commerciale
816	entreprise commune
4037	entreprise commune CEEA
817	entreprise de location
5179	entreprise de presse
818	entreprise de transport
5207	entreprise de travail intérimaire
6754	entreprise d'insertion
3007	entreprise d'intérêt collectif
6174	entreprise en difficulté
819	entreprise étrangère
820	entreprise européenne
821	entreprise familiale
822	entreprise fiduciaire
823	entreprise immobilière
824	entreprise individuelle
827	entreprise industrielle
828	entreprise multinationale
829	entreprise privée
830	entreprise publique
3005	entreprise transnationale
831	entretien
832	entretien des cultures
833	environnement physique
6111	enzyme
834	épargne
836	épargne forcée
837	épidémie
838	épidémiologie
839	Épire
7928	EPSO
840	épuisement des ressources
841	Équateur
842	équidé
843	équilibre budgétaire
844	équilibre écologique
5611	équilibre institutionnel CE
846	équipement agricole
847	équipement collectif
5612	équipement de protection
848	équipement de véhicule
4414	équipement du bâtiment
849	équipement électronique
850	équipement industriel
5613	équipement informatique
3358	équipement social
851	équipement socioculturel
5614	équipement sous pression
853	équipement sportif
5615	équipement thermique
854	équivalence des diplômes
855	ergonomie
3158	érosion
5616	erreur judiciaire
6566	erreur médicale
856	éruption volcanique
5617	Érythrée
857	esclavage
858	escompte
859	espace aérien
5193	espace audiovisuel européen
6222	espace de liberté, sécurité et justice
5618	Espace économique européen
3998	espace extra-atmosphérique
3616	espace industriel européen
860	espace judiciaire européen
3992	espace maritime
6113	espace social européen
861	espace vert
863	Espagne
3149	espèce marine
865	espèce protégée
589	espérance de vie
6378	espionnage
866	espionnage industriel
6749	esprit d'entreprise
867	essai
868	essai nucléaire
3771	essence
3777	essence sans plomb
5619	Estonie
7858	Estonie centrale
7856	Estonie du Nord
7859	Estonie du Nord-Est
7860	Estonie du Sud
7857	Estonie occidentale
869	Estrémadure
3154	estuaire
871	établissement
872	établissement à statut spécial
3246	établissement de crédit
3335	établissement de jeux
873	établissement d'enseignement
875	établissement du budget
5620	établissement du budget communautaire
874	établissement d'utilité publique
876	établissement hospitalier
877	établissement pénitentiaire
1256	établissement psychiatrique
878	établissement public
879	étain
3702	étalement des vacances
880	étalon de change-or
6362	étalonnage des performances
882	étalon-or
883	État
884	état civil
6881	État confédéral
5621	État confessionnel
5622	État de droit
885	état d'exception
886	état d'urgence
5623	État fédéral
1579	État fédéré
5624	État islamique
5625	État laïc
5283	État membre UE
7197	État multiethnique
887	État providence
6882	État régional
5626	État unitaire
8477	État-major de l'UE  [V4.3]
7198	États fédérés de Micronésie
888	États-Unis
890	éthanol
891	Éthiopie
1989	éthique
6394	ethnographie
892	ethnologie
893	étiquetage
6095	ETSI
5627	étude comparative
5628	étude de cas
894	étude de faisabilité
895	étude de marché
3085	étude d'impact
896	étude du travail
897	étudiant
898	étudiant étranger
6744	eugénique
3654	Eureka
4054	EURES
6334	Euribor
665	euro
905	eurocommunisme
906	Eurocontrol
900	eurocrédit
901	eurodevise
902	eurodollar
907	eurodroite
903	euro-émission
908	Eurogroupe (OTAN)
8429	Eurogroupe (zone euro)  [V4.3]
6723	Eurojust
904	euromarché
3505	euromissile
909	Europe
914	Europe centrale et orientale
5629	Europe des citoyens
911	Europe du Nord
912	Europe méridionale
913	Europe occidentale
8430	européanisation  [V4.3]
5630	Europol
8409	euroscepticisme  [V4.3]
2198	Eurostat
5177	Eurydice
6160	Eutelsat
6277	euthanasie
916	eutrophisation
7199	évacuation de la population
917	évaluation budgétaire
6374	évaluation de l'aide
918	évaluation de projet
919	évaluation des ressources
923	évaluation technologique
3235	évasion de capitaux
924	évasion fiscale
925	examen
5307	examen médical
926	excédent agricole
3628	excédent de production
6558	exception culturelle
927	exclusion du traitement CE
6372	exclusion d'une organisation internationale
1817	exclusion sociale
3062	exécutif
5631	exécution de la peine
928	exécution de projet
929	exécution du budget
930	exécution du jugement
931	exemption d'autorisation d'entente
932	exemption tarifaire
933	exercice budgétaire
934	exode des compétences
935	exonération fiscale
5632	expérience professionnelle
3667	expérimentation animale
3668	expérimentation humaine
5633	expertise judiciaire
6904	expertise médicale
7130	expertise scientifique
936	exploitant agricole
937	exploitation agricole
938	exploitation agricole d'État
939	exploitation agricole mixte
3137	exploitation des fonds marins
940	exploitation des mers
941	exploitation des ressources
3753	exploitation du minerai
942	exploitation familiale agricole
943	exploitation forestière
944	exploitation laitière
3749	exploitation minière
3764	exploration pétrolière
945	explosif
946	exportation
3190	exportation communautaire
947	exportation de capitaux
5336	exportation des déchets
948	expropriation
950	expulsion
6900	expulsion d'un logement
6913	externalisation
951	exterritorialité
3765	extraction du pétrole
952	extraction minière
953	extradition
6178	extranet
954	extrême-droite
955	extrême-gauche
956	Extrême-Orient
5634	extrémisme
5635	fabrication assistée par ordinateur
3632	fabrication industrielle
5636	facilités pour handicapés
5147	facteur de production
957	facturation
959	faible revenu
960	faillite
8432	faillite civile  [V4.3]
961	faim
962	faire-valoir
963	faire-valoir direct
964	faire-valoir mixte
965	famille
3301	famille monoparentale
966	famille nombreuse
967	famille par alliance
6537	famille recomposée
968	FAO
970	farine de céréale
971	fascisme
972	faune
8433	faux en écriture  [V4.3]
8434	faux monnayage  [V4.3]
3309	fécondation in vitro
974	fécondité
4055	FED
3042	fédéralisme
991	Fédération internationale de documentation
5280	femme
975	femme au foyer
977	femme migrante
978	FEOGA
979	FEOGA-Garantie
980	FEOGA-Orientation
981	fer
3826	ferblanterie coutellerie
982	fermage
983	ferme collective
984	ferme pilote
3837	ferro-alliage
985	ferry-boat
8435	feu d'artifice  [V4.3]
3805	feuille mince
988	fibre de bois
989	fibre de verre
990	fibre textile
2984	fiche d'exploitation agricole
993	Fidji
994	fièvre aphteuse
996	fil
997	filet de pêche
998	filiale
999	filiale commune
3314	filiation
1000	financement
1001	financement à court terme
1002	financement à long terme
1003	financement à moyen terme
3238	financement à très court terme
1005	financement communautaire
1006	financement compensatoire
1007	financement complémentaire
1008	financement de l'aide
3240	financement de l'entreprise
1009	financement de l'industrie
1010	financement des exportations
1011	financement des partis
1012	financement du budget
3258	financement du budget communautaire
1013	financement électoral
1014	financement national
5154	financement public
1016	finances internationales
1017	finances locales
1018	finances publiques
3256	finances régionales
1019	Finlande
6251	Finlande méridionale
7881	Finlande occidentale
6247	Finlande orientale
3773	fioul
1021	fiscalité
1023	fission nucléaire
1025	fixation des prix
1026	fixation du salaire
5637	Flevoland
6350	flexibilité du travail
1029	flocon de céréale
1030	flore
1031	floriculture
1032	flottage
1033	flotte aérienne
1035	flotte de pêche
1036	flotte fluviale
1037	flotte marchande
1038	fluctuation conjoncturelle
1039	fluctuation des prix
1040	fluctuation économique
1041	fluctuation structurelle
1042	fluor
3011	flux transfrontière de données
1046	fonction publique
5130	fonction publique européenne
5638	fonction publique internationale
1047	fonctionnaire
1048	fonctionnaire européen
5639	fonctionnaire international
5640	fonctionnement institutionnel
1049	fond côtier
1050	fond marin
1051	fondation
5642	Fondation européenne pour la formation
3717	Fondation européenne pour l'amélioration des conditions de vie et de travail
1052	fonds CE
1054	fonds commun
5643	Fonds de cohésion
1055	fonds de commerce
1057	fonds de roulement
1045	Fonds des Nations unies pour la population
5644	fonds du Conseil de l'Europe
8549	Fonds européen d'ajustement à la mondialisation  [V4.3]
973	Fonds européen de coopération monétaire
1056	Fonds européen de développement régional
5645	Fonds européen d'investissement
992	Fonds international de développement agricole
1058	Fonds monétaire européen
1043	Fonds monétaire international
4056	Fonds social européen
5138	Fonds structurel
1059	fonte
1060	forage
1061	forage en mer
3441	force à l'étranger
7412	force de réaction rapide
3496	force multinationale
3429	force navale
3437	force paramilitaire
1063	forêt
6323	forêt boréale
1064	forêt classée
1065	forêt de haute futaie
8437	forêt de montagne  [V4.3]
1066	forêt de taillis
2996	forêt domaniale
6328	forêt méditerranéenne
1067	forêt naturelle
1068	forêt plantée
2997	forêt privée
6329	forêt tempérée
5316	forêt tropicale
5070	formalité administrative
1069	formalité douanière
1070	formation à la gestion
1071	formation des enseignants
1072	formation des prix
1073	formation en cours d'emploi
1074	formation professionnelle
6345	formation professionnelle continue
1076	formulaire
6907	forum
8402	Forum des îles du Pacifique  [V4.3]
7939	fossé numérique
1077	four
1078	fournisseur
6771	fournisseur d'accès
5646	fourniture de bureau
1079	fourniture de document
4854	fourrage
